id,college_id,ranking_body,ranking_category,ranking_year,rank,score,source_url,created_at
8e5118e8-516c-486c-9e07-33aedd5421a8,071542fb-4927-445e-9f69-249e911ad621,Reference Catalog,overall,2026,783,89.090,,2026-06-14 05:26:28.246259+00
746ef8e2-fb1c-432c-89fd-7c87a4fd29c0,ee9b6960-51d3-4efb-b3d4-c07013e5d236,Reference Catalog,overall,2026,1965,81.190,,2026-06-14 05:26:28.246259+00
3757944c-84b6-4199-9b84-8c0f1cd6a0af,7c46dca9-fa6c-4b9f-a9b1-f653a7c73a05,Reference Catalog,overall,2026,3938,76.960,,2026-06-14 05:26:28.246259+00
f3b12cf0-792a-4a88-a286-0b21f2e24679,beebdd78-6b21-4b18-9736-34f6992fdd0e,Reference Catalog,overall,2026,4648,79.870,,2026-06-14 05:26:28.246259+00
c643cb43-e6eb-4e6e-86ee-3e8a8ca47b7e,4541ef5c-ecec-4663-ac39-7d1299dbabf0,Reference Catalog,overall,2026,2731,57.200,,2026-06-14 05:26:28.246259+00
b89b1e5d-8194-414a-9dd4-8219ca21e1b2,9fa58a84-6d4d-445a-8794-9b00066658e2,Reference Catalog,overall,2026,2446,45.800,,2026-06-14 05:26:28.246259+00
5ea6b6fb-d7b6-43b1-9574-b1a27f406a03,4f206cc6-efda-42c8-80ce-3bbaa9ee2f38,Reference Catalog,overall,2026,3905,85.410,,2026-06-14 05:26:28.246259+00
b2ed1c3d-059b-436d-9ddb-f52dac433262,b7e46857-cf99-4417-a3d0-5beefe32ea37,Reference Catalog,overall,2026,3371,57.960,,2026-06-14 05:26:28.246259+00
0dbf80c2-949e-4270-95f7-1500e40b7ff3,5e7b3567-3c58-44de-a478-aee3fa20ab6d,Reference Catalog,overall,2026,569,77.660,,2026-06-14 05:26:28.246259+00
f8a956e2-7db7-4757-b0ba-5eefe7ae6dd1,9d2e24e9-3a7e-4224-96d7-c72bf3a0ac3f,Reference Catalog,overall,2026,3865,73.710,,2026-06-14 05:26:28.246259+00
dbe178f8-33e2-44a7-b5cd-bc3a5bc29494,ec8f1b4b-fcae-41d6-bf20-866a5fa4916a,Reference Catalog,overall,2026,1214,80.030,,2026-06-14 05:26:28.246259+00
61eb15f3-e290-4e90-9e97-602b4bdcc06f,2f9d1d59-0e47-4750-b231-e05d7910e2c8,Reference Catalog,overall,2026,1108,47.780,,2026-06-14 05:26:28.246259+00
d8e53d33-066e-4496-88c1-6d9710dfdfa5,a11568a9-11a6-4f03-81bf-d2d005596e7f,Reference Catalog,overall,2026,3112,69.530,,2026-06-14 05:26:28.246259+00
cbd95be8-8197-439f-a324-f6ce8b2bd207,2bca066d-054b-4bc7-b5c0-f2b18aa7de3f,Reference Catalog,overall,2026,1,47.600,,2026-06-14 05:26:28.246259+00
65093b0c-5571-4abc-9760-1f11bef8acbf,c6dcc8c8-80eb-4748-a7dd-aec6b9eb87cd,Reference Catalog,overall,2026,15,73.280,,2026-06-14 05:26:28.246259+00
0b5bf86d-a287-436d-b84d-69d626b98bee,538b1db7-0d3a-4ad7-8aa2-b8f1c9e3e03e,Reference Catalog,overall,2026,2035,44.230,,2026-06-14 05:26:28.246259+00
0cb29ab7-1c59-4416-aad0-bb2ce7eb724a,df2e3c1c-3546-47f7-8608-48371bf42cf9,Reference Catalog,overall,2026,1126,71.890,,2026-06-14 05:26:28.246259+00
c793ebe2-0aff-473e-8843-1aa249b9f289,a98fb52d-c0fa-4b9d-978b-a367580357dd,Reference Catalog,overall,2026,977,91.710,,2026-06-14 05:26:28.246259+00
6f10d725-b97b-48e1-b210-53a020b02d6b,f4db3156-e721-4d85-a68f-4f993e3050aa,Reference Catalog,overall,2026,3624,91.170,,2026-06-14 05:26:28.246259+00
50174271-ed5c-44f0-9478-b01161f115d3,660b240b-9f62-4bb3-90d2-c079db6dc6d7,Reference Catalog,overall,2026,2643,87.050,,2026-06-14 05:26:28.246259+00
361ba479-042f-4471-93f4-aa5ed98a472c,a4612fe6-93d7-49c9-b471-2b0106e0a534,Reference Catalog,overall,2026,4424,40.450,,2026-06-14 05:26:28.246259+00
54bf49d6-2d32-4919-8a33-d0ce487c63ef,061aaeb6-7375-43e7-ad33-34e9a423e198,Reference Catalog,overall,2026,1211,70.890,,2026-06-14 05:26:28.246259+00
706f1509-b164-4cea-bf29-1f591f74df90,3d116937-7c84-4d5b-96ce-eb937be5bcb9,Reference Catalog,overall,2026,4549,52.450,,2026-06-14 05:26:28.246259+00
787e59ba-f91b-4469-938d-b9b8986ae519,7aee2485-f4a0-41bf-8cac-d3519f93fd75,Reference Catalog,overall,2026,3779,65.700,,2026-06-14 05:26:28.246259+00
89e43057-fc80-42b7-9320-1ec9738d7b02,a4452633-111c-47ea-bde8-2f9d90d55e2e,Reference Catalog,overall,2026,1285,47.560,,2026-06-14 05:26:28.246259+00
55f28881-0e9d-4b2a-b31e-5d019fbf91f0,34a14fa9-fed1-43e0-a438-12021d19830d,Reference Catalog,overall,2026,1639,40.380,,2026-06-14 05:26:28.246259+00
d9f1f43f-aea8-4ea3-aed0-bdfaf187e363,3084cbd2-e530-450d-bf21-d6611c7efbb8,Reference Catalog,overall,2026,4829,80.770,,2026-06-14 05:26:28.246259+00
41f2bd86-fe56-45d2-963d-cadc837c8f7e,23c01020-a9a1-4cc8-a6f8-57937a3683a8,Reference Catalog,overall,2026,604,87.800,,2026-06-14 05:26:28.246259+00
b176c103-3b93-412c-adbe-4d768a95efea,1b410b83-9c02-4298-8221-1ac2ba053383,Reference Catalog,overall,2026,3392,58.640,,2026-06-14 05:26:28.246259+00
7e7f76bb-aea4-447d-8e4f-275d930204a1,28b34ecd-8bb4-45c5-bbef-e6085e7a4c69,Reference Catalog,overall,2026,2524,93.880,,2026-06-14 05:26:28.246259+00
85f20769-8338-4945-8cc4-8befe51a838e,e38ef258-a4ed-4c3b-94a2-426790dbfcb8,Reference Catalog,overall,2026,1142,55.450,,2026-06-14 05:26:28.246259+00
ae3946e7-3d5d-434b-9019-6637f025661d,749f6b10-0ad6-47ff-b097-0b22130d304c,Reference Catalog,overall,2026,1116,77.080,,2026-06-14 05:26:28.246259+00
60db652c-bc84-481b-961b-a24e4aafb0e6,916f5b9a-1556-4d76-a21b-1b654b53efe3,Reference Catalog,overall,2026,151,62.930,,2026-06-14 05:26:28.246259+00
c29ba6d8-7d38-47ad-9b56-3b9282649717,8fbc0114-79b7-4b47-8d79-31d0bd197aa8,Reference Catalog,overall,2026,1974,81.060,,2026-06-14 05:26:28.246259+00
0270343b-006b-4de9-9064-482923f9b0ba,7ae0680f-388e-488b-a1fe-004930a16662,Reference Catalog,overall,2026,2183,40.630,,2026-06-14 05:26:28.246259+00
1f72a0c6-c8b8-4e4d-b0ad-8b518f9da51b,727e98b0-ae61-4621-9574-d517c0c2046e,Reference Catalog,overall,2026,1389,75.950,,2026-06-14 05:26:28.246259+00
c81847df-5ddd-4db9-906a-467c0eae5900,813966e3-76ab-4b3c-af12-0db6f8cf587e,Reference Catalog,overall,2026,1117,87.170,,2026-06-14 05:26:28.246259+00
2289a61b-d37c-4973-b95d-c4f37455afa0,47e459ef-7dd0-4636-8e62-90e6270bf89f,Reference Catalog,overall,2026,4203,67.330,,2026-06-14 05:26:28.246259+00
e2dc026e-734e-44b5-abd3-cd7f187772cf,d44b4a54-3177-4806-af98-b95824462363,Reference Catalog,overall,2026,1863,43.300,,2026-06-14 05:26:28.246259+00
a4600882-eaf8-4c15-bfd2-15981684d619,3840302d-f519-4931-8e76-5c6211d0377a,Reference Catalog,overall,2026,2362,43.950,,2026-06-14 05:26:28.246259+00
a741b972-2d68-4fff-a61d-4475a60b6e4f,5b666b7a-0626-4834-b44e-c6bb700dd856,Reference Catalog,overall,2026,1674,45.180,,2026-06-14 05:26:28.246259+00
dd094b29-f7a7-4778-b71f-c317bafcf1c2,20cf2042-ff52-4025-93c0-b541b314a785,Reference Catalog,overall,2026,4456,99.940,,2026-06-14 05:26:28.246259+00
0a1ac048-4a40-441d-81ca-2a1fe48e31ed,40a2ae9c-ee98-46f2-a4e9-58c439e54a04,Reference Catalog,overall,2026,4605,40.750,,2026-06-14 05:26:28.246259+00
b4ec720d-b6d6-44ea-9032-0d2b726138e8,45c5a682-80d0-4ee9-a873-53fcffed43eb,Reference Catalog,overall,2026,4305,67.670,,2026-06-14 05:26:28.246259+00
a22dabc1-94dc-405a-9559-769e524d133b,bf368fb8-3698-4dc2-98a5-811613bb68df,Reference Catalog,overall,2026,3657,54.440,,2026-06-14 05:26:28.246259+00
aaf5a079-2f81-4bb4-b1a0-7016238c9e7c,5af2bdbf-a307-4ae5-b9b9-b3a33361ec19,Reference Catalog,overall,2026,2928,54.130,,2026-06-14 05:26:28.246259+00
ff08d2c2-6006-4605-b153-50fa6b1a76db,7c44f32a-382a-4ea3-96f7-07070dde609b,Reference Catalog,overall,2026,4589,72.170,,2026-06-14 05:26:28.246259+00
7068a803-6d70-4f19-9151-40eaf59e8c3d,6758b80c-b760-43ed-97dd-36322d20a7c2,Reference Catalog,overall,2026,4557,78.720,,2026-06-14 05:26:28.246259+00
32dcedbc-e874-46c5-a736-5bfda3b7a736,04f1dadc-a5ea-4bea-9bae-62c6bfd6d5a4,Reference Catalog,overall,2026,2091,94.210,,2026-06-14 05:26:28.246259+00
6a9305d3-8fd9-4152-afa7-165516bd4812,eab2e1b7-055d-401d-89dd-197089b425d1,Reference Catalog,overall,2026,2075,83.550,,2026-06-14 05:26:28.246259+00
f6df5832-39c0-4c9f-9a41-5f21c405fd88,44f05e14-b3b8-49c5-be0e-1bcefc97db69,Reference Catalog,overall,2026,2709,64.670,,2026-06-14 05:26:28.246259+00
94525ca5-ac25-4e86-b249-e5470bfeec2e,e83a37f6-f3ec-440b-93f5-b6c06157aa64,Reference Catalog,overall,2026,5141,45.960,,2026-06-14 05:26:28.246259+00
56ef7ab4-747c-4a2d-afa6-b795fbc6a785,54bb03b3-eb40-4411-878e-57f875b8877e,Reference Catalog,overall,2026,3230,87.750,,2026-06-14 05:26:28.246259+00
5acd89f4-1650-41c8-930b-57c641fd1919,6e2592da-0326-4851-8c5e-81a302ce1616,Reference Catalog,overall,2026,4475,97.150,,2026-06-14 05:26:28.246259+00
064b1468-d44d-469f-9b9b-1ab044624a8c,600dd66c-48a5-4128-8e9a-546c217a4aec,Reference Catalog,overall,2026,1515,77.430,,2026-06-14 05:26:28.246259+00
57a55dcf-6887-4e24-b897-7f58dba78afb,ce3fef2f-cbef-466e-918d-ddc09e064573,Reference Catalog,overall,2026,2467,70.310,,2026-06-14 05:26:28.246259+00
22cc5e25-f99e-4052-9990-aa3ec533c076,3a98f949-be4b-4b82-ac2d-60bb0e65c5a7,Reference Catalog,overall,2026,2920,95.990,,2026-06-14 05:26:28.246259+00
c8e2f959-b7e4-4120-9a48-266b1a70de1f,e26a9ee5-3b65-42ca-9ac3-c8630ad82d94,Reference Catalog,overall,2026,1262,93.140,,2026-06-14 05:26:28.246259+00
069c0dba-6902-4339-b070-5a2d3710b908,da7b8567-9a50-4075-a5a0-81dbfcfa6b88,Reference Catalog,overall,2026,1772,60.490,,2026-06-14 05:26:28.246259+00
879ef9e7-b09a-403f-9faf-8ca56f871c07,d76ad90b-c4e8-4846-ab19-2118bab8810c,Reference Catalog,overall,2026,3850,82.070,,2026-06-14 05:26:28.246259+00
e3565e5f-db25-40f8-9cc3-2f3164a75c4a,c1610723-7fd6-40c6-8148-c4ed7713a94f,Reference Catalog,overall,2026,2194,59.930,,2026-06-14 05:26:28.246259+00
88373a45-ae28-44a4-8cd6-ff5365a49317,35839ee7-a3e0-428f-ab69-8d6e5244dc68,Reference Catalog,overall,2026,856,99.210,,2026-06-14 05:26:28.246259+00
0e834044-bda3-4b3b-8fd5-cc0b8ff3c05c,f5fb9fd4-cb34-4138-a3f9-5ab70f238f24,Reference Catalog,overall,2026,4840,71.390,,2026-06-14 05:26:28.246259+00
28e25696-3b06-464d-ac61-d61c0cf38379,412f69b3-f62e-42a9-ad67-886438e13591,Reference Catalog,overall,2026,2887,59.410,,2026-06-14 05:26:28.246259+00
b264f8cf-dc1b-40b4-9ab6-732407bbf595,c9a981c8-1eee-4a7c-91e4-3d31f734b76c,Reference Catalog,overall,2026,4608,77.880,,2026-06-14 05:26:28.246259+00
bec7a62d-ad3a-4543-9b31-022b93fd5028,e165fb76-c7c5-49f0-8a93-03a113f999f9,Reference Catalog,overall,2026,2326,53.550,,2026-06-14 05:26:28.246259+00
cf0fdc77-6547-467d-bd9f-32e2cbe2d8c3,fdad3413-8854-46a4-8883-efd12c3e9e0c,Reference Catalog,overall,2026,676,52.260,,2026-06-14 05:26:28.246259+00
b3ebd7d6-ad6b-4e28-a720-2575d3c766a4,bd7e555d-1577-4549-9455-454fcb23cc21,Reference Catalog,overall,2026,3997,74.090,,2026-06-14 05:26:28.246259+00
a45b72db-837f-48cb-a6a5-6aa4b9ed85bd,1c61a639-01d6-4049-8579-54d5494b97b5,Reference Catalog,overall,2026,4503,77.160,,2026-06-14 05:26:28.246259+00
c9764f7f-0f26-41af-bf2c-bcd9241157e0,20f2c509-130e-4f2d-9e14-ab67beae4cb7,Reference Catalog,overall,2026,2887,45.780,,2026-06-14 05:26:28.246259+00
bf9f7be4-4711-40f8-badd-df40642b8870,9b635957-d2f6-49b7-8f77-85d7dbeee2ff,Reference Catalog,overall,2026,900,64.340,,2026-06-14 05:26:28.246259+00
89e73db8-335d-4106-85a3-91be07edd7bd,11cf3362-8cfc-432a-8b87-e801562b4eea,Reference Catalog,overall,2026,4482,60.230,,2026-06-14 05:26:28.246259+00
5c429911-ab0f-4715-b43c-9917b1c36eef,9a90867b-4dab-47f6-81fb-936ede3b8ed1,Reference Catalog,overall,2026,2180,82.410,,2026-06-14 05:26:28.246259+00
5e44cd36-9f09-431b-a833-026d482c1123,8e494fa3-4c5b-43b6-afa3-6b5a23c6946e,Reference Catalog,overall,2026,2669,49.750,,2026-06-14 05:26:28.246259+00
6354ae8b-c403-44b0-adf7-6e506e4cf3f5,cf21a591-19ce-4959-aebc-c9942cfece3f,Reference Catalog,overall,2026,3612,80.840,,2026-06-14 05:26:28.246259+00
3cb12ec7-846c-4b86-b124-d50b5b8798ab,d8927029-dbe6-4eac-aa6d-d2b4c0a31580,Reference Catalog,overall,2026,3824,90.240,,2026-06-14 05:26:28.246259+00
e371584a-21d3-4b33-8e7d-98c03ea35b54,50c8ffd6-089a-46c6-8bd6-59a64554826f,Reference Catalog,overall,2026,3261,85.300,,2026-06-14 05:26:28.246259+00
271f1bd2-b788-4b53-a579-fd31e6b13b66,2f6e427d-1ca4-4a31-9567-e51d909c48b8,Reference Catalog,overall,2026,1781,80.660,,2026-06-14 05:26:28.246259+00
b2ed9338-3662-47d7-be2b-935d51b2a9b7,fac52385-82ba-48d9-998e-affb510ddd43,Reference Catalog,overall,2026,1287,95.360,,2026-06-14 05:26:28.246259+00
2368c3f0-f355-4f9d-b2fb-031584c831aa,71b17276-2d51-4415-bae4-4ba32bbd7914,Reference Catalog,overall,2026,850,73.970,,2026-06-14 05:26:28.246259+00
e2383fe7-24bb-4c33-9095-c26e656a5973,9a37d957-fbee-454a-a467-8e6bdcd49bef,Reference Catalog,overall,2026,4498,58.800,,2026-06-14 05:26:28.246259+00
7f1a4dd5-d132-4c13-beff-5609ec3b758f,e2193d70-f324-4647-8a45-4f3e5ecd4f81,Reference Catalog,overall,2026,3793,66.860,,2026-06-14 05:26:28.246259+00
435538ad-1335-43e1-9797-4f225675f578,e61107da-9515-4102-bf2f-11a8105ebf33,Reference Catalog,overall,2026,3139,71.080,,2026-06-14 05:26:28.246259+00
da020a69-df05-4a27-9d0f-0d0d9ec3de45,5ba90c97-c4d7-4212-be0e-7d48c7c41ca0,Reference Catalog,overall,2026,2918,77.870,,2026-06-14 05:26:28.246259+00
df22c548-2072-4e92-8668-71c7d2d5b0fd,f6f04fb8-702b-4d4a-a8e5-25c146bf9934,Reference Catalog,overall,2026,420,81.720,,2026-06-14 05:26:28.246259+00
b94b7fb5-fc14-4eb3-811c-533f7543df04,d72315bf-e010-4dbe-a126-05c7865e22fb,Reference Catalog,overall,2026,4613,76.910,,2026-06-14 05:26:28.246259+00
