id,college_id,accreditation_body,accreditation_name,grade,valid_from,valid_until,credential_url,source_reference,created_at
860bddc0-ce1a-4b68-9a60-37673dc955d6,dac3f4cf-6fa3-4992-b526-567e502bf38d,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
80b6c899-91e0-445f-bda2-4f32da530d73,0a2452d2-9e9f-4469-9ce7-441f3e736139,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
ba7aea73-0bf8-48ae-838b-e51a72403c9e,d5ed4193-97d7-4793-b3ed-122316cbc60b,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
13f70f30-9402-4ece-a5c9-4a0f4e6b6599,b9512661-858b-42b2-a2af-bf8dfcc95a8d,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
3b188661-4b37-4ab7-ad2b-7d8f71680137,6e95b9c3-490e-4e5a-b431-29e5f2062600,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
215b9acf-46f2-4a78-a0f8-79e67f5276ac,6a5a20c9-bb6e-4466-8165-4ef0d3c5f9dc,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
aef0c99e-345c-4b8a-9115-5b8f7287ddcd,3ffc94c9-16c1-4f2b-99c0-3eb996d27d53,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
b5d4c32b-7550-470d-a91d-92a5b0c407b2,237b59cd-c9df-4179-bfcd-892e950d2a88,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
c7930ac9-a7d9-4271-8587-e1f164531f57,aae4b222-7145-4a98-a75d-c0ae9d84b92a,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
e5a991ad-cd8e-4e3a-a2a7-0243c22eca34,7efbee04-f8c5-4ad2-a81c-697f2e15bb9b,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
4539dece-644f-4581-b4c4-63c57a79a2ac,0a021494-45db-4d27-9520-9cffed5122b3,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
19f6fb16-a97d-4393-80df-6e4ab942e0d8,fa83b4c7-8037-4118-af00-f6b3bf68c0dd,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
e7c87fb4-e794-4989-9af4-e0d6e933f77d,974ab345-8005-4fc0-a5b6-ffeefa328837,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
7fb1a0da-03fb-45a2-be6d-4e49038f3320,d3dd4c40-d875-45c2-8f75-5b31b3390ec8,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
d4926b37-e662-47f1-a508-d5e939bc13e5,4076b54d-9de5-41df-9241-6cec10cd198b,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
ac737d2d-410b-4ca3-9aa8-783c58b19ac4,62cec681-298d-4f64-878a-8932f50da327,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
886a4a5d-cc82-459d-839e-543420561785,c8a754cb-dd15-43cd-887f-b6a2289afe5a,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
89bf4309-157c-48d1-8dde-a674b30f4b1c,27ac4d28-7641-417b-8796-bc7dcbd80411,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
f5b33a81-1319-474f-99f3-c38e4f4626b7,94c941dc-ccd5-49b5-906a-488f8929949f,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
710414f7-2b69-438b-b6ff-3196a22f7357,ff7939b1-8c19-482a-8196-7a3cdc235c72,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
d89b7600-986c-4e79-82c3-9fe9b51d44e9,f582ec48-e733-4182-aa31-e13942101ae7,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
1b7d337b-6da3-4683-8326-4904a80f8c40,593f9475-73f5-42ee-aa9a-56188657508a,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
f62d2454-8bb3-46c8-8378-8b2b49f4fa00,071542fb-4927-445e-9f69-249e911ad621,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
a426c06c-db2a-4195-a011-df74ee2b22e0,ee9b6960-51d3-4efb-b3d4-c07013e5d236,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
67e964b8-aeba-4a51-a959-a40d9bf36e66,7c46dca9-fa6c-4b9f-a9b1-f653a7c73a05,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
1448d056-5be3-459e-b28f-8560f51105e7,beebdd78-6b21-4b18-9736-34f6992fdd0e,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
f3daa7b8-d9d1-4fdd-bb9d-1e6bc9a6f1dc,4541ef5c-ecec-4663-ac39-7d1299dbabf0,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
696f2d15-79a3-4791-9852-4422fe1323c5,9fa58a84-6d4d-445a-8794-9b00066658e2,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
54acbcef-f035-459f-856d-a54d73f8dcd8,4f206cc6-efda-42c8-80ce-3bbaa9ee2f38,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
1b1993a3-710e-4e29-bfa5-6f359cb06805,b7e46857-cf99-4417-a3d0-5beefe32ea37,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
57c3f60e-af8d-440d-97a5-6467f8ce424f,5e7b3567-3c58-44de-a478-aee3fa20ab6d,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
0d7d89c0-6f1e-4338-bcd9-9e71ccf67251,9d2e24e9-3a7e-4224-96d7-c72bf3a0ac3f,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
dfacbb6c-edcb-47e3-a51c-bb8dfaf97e45,ec8f1b4b-fcae-41d6-bf20-866a5fa4916a,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
16941ddd-2ca3-4bc8-83bb-4102baca4d4d,2f9d1d59-0e47-4750-b231-e05d7910e2c8,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
c7f8842b-9777-497b-ba81-9033fd5212f0,a11568a9-11a6-4f03-81bf-d2d005596e7f,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
803be100-e2cc-45f3-a80b-eac0a5e705b5,2bca066d-054b-4bc7-b5c0-f2b18aa7de3f,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
d30564a5-6829-431f-94e2-e770f2e48cc6,c6dcc8c8-80eb-4748-a7dd-aec6b9eb87cd,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
4044d3d5-20bb-4b35-986a-40a7f558fcfd,538b1db7-0d3a-4ad7-8aa2-b8f1c9e3e03e,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
e346d37d-3ff5-4280-acae-72a4e2df7190,df2e3c1c-3546-47f7-8608-48371bf42cf9,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
86125013-add0-41ec-8ca8-598061827ab6,a98fb52d-c0fa-4b9d-978b-a367580357dd,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
2e4a376b-9f9c-41e2-954d-3cda8e370d34,f4db3156-e721-4d85-a68f-4f993e3050aa,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
ac2636fb-e049-4098-80a6-88bbf1d7c5a2,660b240b-9f62-4bb3-90d2-c079db6dc6d7,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
97c7cb6e-4591-414b-8b52-23bb6539b144,a4612fe6-93d7-49c9-b471-2b0106e0a534,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
f16ba6d0-3011-4068-b870-1c935f41cdbd,061aaeb6-7375-43e7-ad33-34e9a423e198,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
7021a8d3-7e9d-42a7-a24d-118c383007cb,3d116937-7c84-4d5b-96ce-eb937be5bcb9,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
ae69bcdd-af0f-450a-b334-9d9949b1d532,7aee2485-f4a0-41bf-8cac-d3519f93fd75,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
46e010af-be71-4355-8378-dde6a7b967fc,a4452633-111c-47ea-bde8-2f9d90d55e2e,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
bea20119-4a8d-4e5c-b7fa-aaf57a4c351a,34a14fa9-fed1-43e0-a438-12021d19830d,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
af13c10d-e86f-4dd1-b120-2ba481c8245a,3084cbd2-e530-450d-bf21-d6611c7efbb8,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
df8caef7-74f7-4c6d-9a62-28b324357e4e,23c01020-a9a1-4cc8-a6f8-57937a3683a8,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
440c235f-9d72-443b-a4f7-a60e3238c62f,1b410b83-9c02-4298-8221-1ac2ba053383,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
3ac6e1eb-1d18-4e21-8c34-2a341097c822,28b34ecd-8bb4-45c5-bbef-e6085e7a4c69,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
5c120c76-b09f-4cc2-afa6-5d3d04cfca38,e38ef258-a4ed-4c3b-94a2-426790dbfcb8,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
83ccf71b-606e-4cbe-b921-01a3cc5d6b02,749f6b10-0ad6-47ff-b097-0b22130d304c,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
cb6093fb-7211-4105-8124-d5e6336f0cc0,916f5b9a-1556-4d76-a21b-1b654b53efe3,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
248d99f0-f1b6-4a10-b4d6-14c5196df777,8fbc0114-79b7-4b47-8d79-31d0bd197aa8,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
1f516d89-a56f-4c1e-af3e-2550c80dc11b,7ae0680f-388e-488b-a1fe-004930a16662,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
333b69bd-26dd-4b31-848c-7685ec700761,727e98b0-ae61-4621-9574-d517c0c2046e,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
2f89a5e7-cbb0-4354-aa13-4aa1302b1b7c,813966e3-76ab-4b3c-af12-0db6f8cf587e,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
595ca480-4ba2-44c5-8f14-74660ecbfc89,47e459ef-7dd0-4636-8e62-90e6270bf89f,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
0ecf863c-80f3-49af-846e-3d0fa0248b23,d44b4a54-3177-4806-af98-b95824462363,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
8dfeb03d-c3da-41f6-b520-1e247cff8ce6,3840302d-f519-4931-8e76-5c6211d0377a,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
0e73c186-818e-4485-94c7-3e548d4748ab,5b666b7a-0626-4834-b44e-c6bb700dd856,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
8da37709-f9d3-4e1d-8053-6fba757c9ce2,20cf2042-ff52-4025-93c0-b541b314a785,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
0653d4ed-60f4-4877-8916-f16775ad41e6,40a2ae9c-ee98-46f2-a4e9-58c439e54a04,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
00cb1fcf-bdc5-420f-ac66-6ab967401ae5,45c5a682-80d0-4ee9-a873-53fcffed43eb,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
2246450e-9e7b-4b52-893a-72277a42e8ad,bf368fb8-3698-4dc2-98a5-811613bb68df,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
de2c6116-48d5-440e-9d21-ea6b6e4c5e0a,5af2bdbf-a307-4ae5-b9b9-b3a33361ec19,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
d858109b-37d0-4ab5-98ac-08957055b110,7c44f32a-382a-4ea3-96f7-07070dde609b,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
1e52e720-68ca-4903-a77c-63c892b84f11,6758b80c-b760-43ed-97dd-36322d20a7c2,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
9134b0f9-17df-4993-ad98-d1d9d29d3bd5,04f1dadc-a5ea-4bea-9bae-62c6bfd6d5a4,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
3aa951d6-7a9c-40eb-8c14-7d70c12d80a7,eab2e1b7-055d-401d-89dd-197089b425d1,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
dd87fe9b-021c-4691-a5d7-e5fe9c796278,44f05e14-b3b8-49c5-be0e-1bcefc97db69,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
cbe82d5f-842e-445a-8ad7-8bb0417408b2,e83a37f6-f3ec-440b-93f5-b6c06157aa64,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
7832e6f5-69f1-4eaa-9629-3bf6042892ce,54bb03b3-eb40-4411-878e-57f875b8877e,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
1eb35ca4-0c7b-469b-aa53-c3cec06bb0d7,6e2592da-0326-4851-8c5e-81a302ce1616,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
fa4269f7-79c0-41e1-a7e0-9022a41c2594,600dd66c-48a5-4128-8e9a-546c217a4aec,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
40772936-85cd-4ffb-96c6-ca52e18fffb0,ce3fef2f-cbef-466e-918d-ddc09e064573,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
511162ce-52d6-44d8-bc14-e80fd84046a2,3a98f949-be4b-4b82-ac2d-60bb0e65c5a7,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
a79c5286-68e4-4fa6-8feb-367347fb9844,e26a9ee5-3b65-42ca-9ac3-c8630ad82d94,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
58c3f9bd-d1a7-4dd0-bc75-5829c9c6a523,da7b8567-9a50-4075-a5a0-81dbfcfa6b88,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
497c954c-fbad-4963-97b2-1848480aea00,d76ad90b-c4e8-4846-ab19-2118bab8810c,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
8e57ece1-fb6c-4a19-8945-4c592808852a,c1610723-7fd6-40c6-8148-c4ed7713a94f,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
b36bee97-62a4-4098-ab3e-c86c6b80bdf9,35839ee7-a3e0-428f-ab69-8d6e5244dc68,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
bb64cee1-a364-4a89-882a-b214cc98e67f,f5fb9fd4-cb34-4138-a3f9-5ab70f238f24,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
e53be63c-b933-41e1-8702-86d1bb32d145,412f69b3-f62e-42a9-ad67-886438e13591,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
9f7963d4-724d-43f5-b7ce-0d924b268ebf,c9a981c8-1eee-4a7c-91e4-3d31f734b76c,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
746c03b0-cbfa-4786-b68f-daab75113c82,e165fb76-c7c5-49f0-8a93-03a113f999f9,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
c4961fa6-36cd-4754-a5ad-72a6568aca9d,fdad3413-8854-46a4-8883-efd12c3e9e0c,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
89ab28ff-87a0-451b-99d9-172c349259d2,bd7e555d-1577-4549-9455-454fcb23cc21,Verification Pending,Institutional accreditation placeholder,,,,,generated-reference-catalog,2026-06-14 05:26:28.246259+00
