id,college_id,scholarship_code,name,eligibility,award_type,award_value,currency_code,application_url,deadline,is_active,source_reference,created_at,updated_at
ca18c25c-e23a-4daf-8e47-1a6217b46ab6,5ebc35a3-dfdb-4397-aaec-21f158766c26,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,33.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
a1246344-bbf4-4435-ac56-bbb0fb4c6bc1,0078794d-e6d0-41e3-92b0-02a79301c1ca,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,24.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
6da28a11-f168-4b26-88e5-f542aa076560,5a3843ab-641d-46a8-b17c-e9d36fbd09ce,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,41.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
86ce3ef9-d1d7-415a-8cd9-60d4174320b4,1480a34c-fa0c-4d3a-b613-88593d28c59c,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,12.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
d1c632d5-90a6-4dc4-826d-62e6ed0ede9d,139c4551-811e-499c-8427-d4a907d8229d,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,36.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
4fe7d132-e400-41a4-b9ed-2e3ccb160a82,5ec477e0-292f-4d6a-8a63-d43884405cc7,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,20.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
f57f7201-02a0-49a0-a26d-d3eaaab8c4f3,80624fa7-c67c-4a70-96f6-5d3aad9aece7,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,38.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
ec130369-4e47-42e6-be27-9e01c4d73d46,ace8a915-cc8d-4322-8ea7-8eccee962ea5,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,36.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
e78f8f2a-5228-438f-9d43-b7407b3b14ef,229fe647-6bbb-446e-ac23-ba7d3f7d407e,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,41.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
62a8023e-8ea6-4b44-b0ee-4162b5a873c7,1e8287ec-6d39-407f-8ca2-2ed116dbfb97,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,12.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
76ca585a-79f4-4383-b122-799b72206bd2,9b36b16e-4fb4-4c05-90ed-3405d2bae544,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,33.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
45b2d036-79ca-43d1-bdf0-3bc98e194efc,28a465bd-c1a1-45ab-b75f-f25215fedab6,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,13.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
7512a031-8585-4396-8e90-6ea178776a11,afbb1114-db67-4214-9c62-cd40a155ed1d,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,14.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
85f629fa-b03f-4e86-9fa5-f6cb315227e8,76f9167b-fd41-450f-8330-c5dae3e2ce23,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,24.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
8752875c-37c8-447b-af2d-3a61c57bd9c0,0edea13d-e346-4039-9620-e15689b1b1b2,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,12.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
5c7b76cb-6735-4a34-8c5f-179f6db2c5fb,b47176ff-389d-4fd8-9eea-791dcae4832d,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,46.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
a0d263c9-24b5-4644-a5b7-2db825810a01,b533728a-f2ee-405b-afea-b59fb0632452,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,42.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
1e170065-1511-43eb-b0de-cfffb3873e54,4dd654a4-fb53-4168-ba53-e5cf4398ebfd,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,25.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
690b84a9-9502-4de8-90e5-5a447995ea3a,d8ef509c-5600-4475-96e9-f640748ec3f5,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,39.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
b52f6d90-805d-4e64-8da0-045b877bcd97,5931cbc9-d87d-4244-a3aa-9c2d41ca6a69,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,31.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
b0c0ab94-083e-4dad-9a1a-8c1179524048,f91735d5-3c98-4934-b1d7-48a9149b08b6,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,43.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
4a942fd0-4782-44bd-bc5d-d07f98b5a1b9,253c02e3-4615-4b13-8ba0-0a26e2374438,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,49.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
113b5c57-3fe5-43ca-b785-ff79e99b72a0,2c0e7f42-aaaf-4315-9586-7b56b51fa19d,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,11.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
04bd3fd2-8e68-4d74-a5e8-b66f5b7f3570,6b842aa5-dee2-49a5-a276-831c3f1a01f2,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,18.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
3d5233e4-b10b-44ef-8cd5-527c11eda4bc,45ecaffe-790e-416d-a5c9-560ff5a94afa,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,33.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
c15f239a-9a3c-4a62-8012-34846311a0b7,039ecace-0111-442d-9308-e7b5970b9080,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,19.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
5f75afba-d081-4878-bd63-b23b309ad2be,de516236-5418-4d1d-9975-28bde72a6551,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,36.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
c2256c0f-02f4-4120-acef-1407801a3619,9e7f2eaa-edd5-442f-978f-1d254e126274,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,24.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
d5cd1b90-c5e7-4b56-b613-4f96d2f3246e,ef6f9006-6df5-4020-8271-85854ce1cf2e,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,24.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
ceb1999f-cd2e-4854-8931-b9809be0d70e,fde9b37b-25bb-4098-9a48-9e3d52793bb0,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,17.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
ed0a67cf-b4e2-4a24-98cd-ab7da3e8692d,dac3f4cf-6fa3-4992-b526-567e502bf38d,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,40.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
2250130d-1fea-473f-b82e-7290c6bd15dd,0a2452d2-9e9f-4469-9ce7-441f3e736139,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,34.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
5b6cd86c-4d6f-4eca-a764-e7afa9123f6a,d5ed4193-97d7-4793-b3ed-122316cbc60b,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,21.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
8cbb0e95-2d47-40cc-980a-ece164392204,b9512661-858b-42b2-a2af-bf8dfcc95a8d,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,34.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
7ce3911a-888f-4096-86b0-eae492baf8f5,6e95b9c3-490e-4e5a-b431-29e5f2062600,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,39.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
c2bfa67a-c0e5-41e0-b398-1a6bb99aa3ef,6a5a20c9-bb6e-4466-8165-4ef0d3c5f9dc,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,45.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
5681e569-98c7-4d8b-80ac-3a2d10516102,3ffc94c9-16c1-4f2b-99c0-3eb996d27d53,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,29.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
bab7106b-ab98-4e57-b58b-5ee2fe52e0b2,237b59cd-c9df-4179-bfcd-892e950d2a88,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,27.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
5370ad9f-b9b0-4123-b788-094098b2bf6c,aae4b222-7145-4a98-a75d-c0ae9d84b92a,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,18.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
d85712bb-f9cd-4ae3-baa0-8fa610c6b51a,7efbee04-f8c5-4ad2-a81c-697f2e15bb9b,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,11.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
816b4501-6aad-41b7-864b-5002325e2e79,0a021494-45db-4d27-9520-9cffed5122b3,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,32.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
5f860717-e681-4fd5-8c39-3997649a9b28,fa83b4c7-8037-4118-af00-f6b3bf68c0dd,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,41.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
4d15c989-5b8b-4c1a-bba9-77294dce5713,974ab345-8005-4fc0-a5b6-ffeefa328837,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,49.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
06d9d38e-2e0a-43d3-923a-338de2b1f897,d3dd4c40-d875-45c2-8f75-5b31b3390ec8,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,17.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
5d3817bf-2f88-444b-bf95-593b63dcdd88,4076b54d-9de5-41df-9241-6cec10cd198b,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,27.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
5ddf80b1-5704-4069-9db4-65cbcea200f5,62cec681-298d-4f64-878a-8932f50da327,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,34.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
689f6b5a-00f3-4ed0-8364-fede44d894e5,c8a754cb-dd15-43cd-887f-b6a2289afe5a,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,33.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
4dfb49be-6e90-4bc1-9422-830b2540b3f3,27ac4d28-7641-417b-8796-bc7dcbd80411,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,35.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
6093b3c7-f37e-4d4c-8f74-e70b0d872223,94c941dc-ccd5-49b5-906a-488f8929949f,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,30.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
104049ec-7b31-41d5-b05f-56b890fc8dd4,ff7939b1-8c19-482a-8196-7a3cdc235c72,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,21.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
6ebca26a-cca9-4366-a90b-0d38aeb597c0,f582ec48-e733-4182-aa31-e13942101ae7,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,40.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
84b8637e-5725-4e4b-bfc6-a94319faef93,593f9475-73f5-42ee-aa9a-56188657508a,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,27.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
e90605dd-fa53-4868-b882-2ce761956ccc,071542fb-4927-445e-9f69-249e911ad621,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,18.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
1274a3ec-f2ea-4152-9d3b-7ca022f1916d,ee9b6960-51d3-4efb-b3d4-c07013e5d236,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,15.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
fecddff9-5f52-479e-9390-9ffbbfad48ca,7c46dca9-fa6c-4b9f-a9b1-f653a7c73a05,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,27.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
e26e361a-745c-4eaf-97ca-019426ee2d21,beebdd78-6b21-4b18-9736-34f6992fdd0e,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,41.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
655869b1-64c3-429f-9157-556302074356,4541ef5c-ecec-4663-ac39-7d1299dbabf0,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,16.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
08b76dd9-c242-4518-b081-085074e61ba3,9fa58a84-6d4d-445a-8794-9b00066658e2,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,27.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
a3e62001-d276-4877-8961-db5658ce15e8,4f206cc6-efda-42c8-80ce-3bbaa9ee2f38,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,10.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
ee4f7765-7247-496f-b51d-e726ead522ab,b7e46857-cf99-4417-a3d0-5beefe32ea37,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,24.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
ffb55398-be0e-4be2-8431-d8fbf215785e,5e7b3567-3c58-44de-a478-aee3fa20ab6d,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,18.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
ef0962de-28e7-4b7a-b06d-52fa19a35817,9d2e24e9-3a7e-4224-96d7-c72bf3a0ac3f,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,45.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
edc1208c-aa6a-4cee-85a5-13bc43d2d70f,ec8f1b4b-fcae-41d6-bf20-866a5fa4916a,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,27.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
fd12d222-13db-4dbb-b545-50bba696b24c,2f9d1d59-0e47-4750-b231-e05d7910e2c8,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,39.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
b707ce73-4933-4488-8ab7-c63dcac47732,a11568a9-11a6-4f03-81bf-d2d005596e7f,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,41.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
1dd6bfde-cb3e-4211-8aae-05d95556bff3,2bca066d-054b-4bc7-b5c0-f2b18aa7de3f,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,12.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
525f6770-86a2-44c4-b384-4c36275a1587,c6dcc8c8-80eb-4748-a7dd-aec6b9eb87cd,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,11.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
00493209-7cbb-4c3e-81af-221745af30b1,538b1db7-0d3a-4ad7-8aa2-b8f1c9e3e03e,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,41.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
19fc7479-af84-4a3c-ad09-738f644f033f,df2e3c1c-3546-47f7-8608-48371bf42cf9,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,15.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
3f370865-8e7f-4802-9b83-dfe98e1392d7,a98fb52d-c0fa-4b9d-978b-a367580357dd,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,17.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
eee91c81-21b8-404f-a7d0-f68fc9516f1c,f4db3156-e721-4d85-a68f-4f993e3050aa,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,37.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
b17649b8-c982-4dad-be4d-2e1f352bee69,660b240b-9f62-4bb3-90d2-c079db6dc6d7,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,18.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
a05562e1-e856-48c4-bf20-8970d1bab80f,a4612fe6-93d7-49c9-b471-2b0106e0a534,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,30.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
19b3c6bd-c490-406e-9f84-0fc2f7684115,061aaeb6-7375-43e7-ad33-34e9a423e198,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,42.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
3a633bc1-052b-4e1b-9dc5-99dca5cf86ec,3d116937-7c84-4d5b-96ce-eb937be5bcb9,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,48.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
d5c9f1e5-860c-4ca5-8b09-b775da604165,7aee2485-f4a0-41bf-8cac-d3519f93fd75,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,43.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
a6177d4d-689b-457d-850c-8fbcf60b86b7,a4452633-111c-47ea-bde8-2f9d90d55e2e,merit-reference,Merit and Access Scholarship,Indicative merit and household-income criteria; verify with the institution before applying.,percentage,30.00,INR,,,t,generated-reference-catalog,2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00
