id,name,short_name,level,duration_years,stream,description,avg_fees,career_tags,created_at,updated_at,degree_code,canonical_name,eligibility_summary,fee_min_inr,fee_max_inr,source_system,source_reference,data_version,last_reviewed_at,is_published
048ca5d8-c777-425e-902b-f955871a939b,Bachelor of Computer Science (Entrepreneurship),B.COMP-10,undergrad,3,Computer Science,Undergraduate pathway combining core Computer Science foundations with entrepreneurship applications.,430000,"{computer-science,entrepreneurship}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-010,Bachelor of Computer Science (Entrepreneurship),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,290000.00,650000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
68abcdf0-27ec-44f1-94f7-017e3cc18409,Bachelor of Computer Science (International Studies),B.COMP-11,undergrad,3,Computer Science,Undergraduate pathway combining core Computer Science foundations with international studies applications.,455000,"{computer-science,international-studies}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-011,Bachelor of Computer Science (International Studies),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,310000.00,685000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
a9298ba6-b6d3-42c7-b41a-bb28a21933cf,Bachelor of Computer Science (Human-Centred Practice),B.COMP-12,undergrad,3,Computer Science,Undergraduate pathway combining core Computer Science foundations with human-centred practice applications.,480000,"{computer-science,human-centred-practice}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-012,Bachelor of Computer Science (Human-Centred Practice),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,90000.00,720000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
8d48635f-0d6f-4e73-9373-a509cf6e9049,Bachelor of Computer Science (Financial Applications),B.COMP-13,undergrad,3,Computer Science,Undergraduate pathway combining core Computer Science foundations with financial applications applications.,505000,"{computer-science,financial-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-013,Bachelor of Computer Science (Financial Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,110000.00,755000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
b6459ece-445e-4c85-b2ad-0c2f96566b0b,Bachelor of Computer Science (Healthcare Applications),B.COMP-14,undergrad,3,Computer Science,Undergraduate pathway combining core Computer Science foundations with healthcare applications applications.,530000,"{computer-science,healthcare-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-014,Bachelor of Computer Science (Healthcare Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,130000.00,790000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
4a664610-6958-4aab-8c5a-8d30c6e11873,Bachelor of Computer Science (Education Applications),B.COMP-15,undergrad,3,Computer Science,Undergraduate pathway combining core Computer Science foundations with education applications applications.,555000,"{computer-science,education-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-015,Bachelor of Computer Science (Education Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,150000.00,825000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
6cddc7fb-f1d3-40cb-9d62-97bcefa1f07b,Bachelor of Computer Science (Public Sector Applications),B.COMP-16,undergrad,3,Computer Science,Undergraduate pathway combining core Computer Science foundations with public sector applications applications.,580000,"{computer-science,public-sector-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-016,Bachelor of Computer Science (Public Sector Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,170000.00,860000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
71a9f2b5-66bd-4e19-a74f-9f8c9f54c48e,Bachelor of Computer Science (Industrial Practice),B.COMP-17,undergrad,3,Computer Science,Undergraduate pathway combining core Computer Science foundations with industrial practice applications.,605000,"{computer-science,industrial-practice}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-017,Bachelor of Computer Science (Industrial Practice),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,190000.00,895000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
beeec42d-ff91-41ed-b302-a24975866040,Bachelor of Computer Science (Strategic Management),B.COMP-18,undergrad,3,Computer Science,Undergraduate pathway combining core Computer Science foundations with strategic management applications.,180000,"{computer-science,strategic-management}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-018,Bachelor of Computer Science (Strategic Management),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,930000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
4a5f606e-4abf-472e-a34d-a12a49195db1,Bachelor of Information Technology (General),B.INFO-01,undergrad,3,Information Technology,Undergraduate pathway combining core Information Technology foundations with general applications.,230000,"{information-technology,general}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-019,Bachelor of Information Technology (General),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,130000.00,370000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
a98e3c0e-cba2-4107-975a-3264a888227c,Bachelor of Information Technology (Applied Studies),B.INFO-02,undergrad,3,Information Technology,Undergraduate pathway combining core Information Technology foundations with applied studies applications.,280000,"{information-technology,applied-studies}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-020,Bachelor of Information Technology (Applied Studies),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,170000.00,440000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
7b6a502b-662a-41a5-86d1-9cca64f2055e,Bachelor of Information Technology (Advanced Systems),B.INFO-03,undergrad,3,Information Technology,Undergraduate pathway combining core Information Technology foundations with advanced systems applications.,330000,"{information-technology,advanced-systems}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-021,Bachelor of Information Technology (Advanced Systems),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,510000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
b4053c5e-47cc-4ea9-a06e-4f9eb0a0100e,Bachelor of Information Technology (Analytics),B.INFO-04,undergrad,3,Information Technology,Undergraduate pathway combining core Information Technology foundations with analytics applications.,380000,"{information-technology,analytics}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-022,Bachelor of Information Technology (Analytics),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,250000.00,580000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
bdaae70e-77f7-4a40-a7d0-a8462297d5e0,Bachelor of Information Technology (Digital Innovation),B.INFO-05,undergrad,3,Information Technology,Undergraduate pathway combining core Information Technology foundations with digital innovation applications.,430000,"{information-technology,digital-innovation}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-023,Bachelor of Information Technology (Digital Innovation),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,290000.00,650000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
4f1a6914-534f-4c16-95d9-a66f1387c3f8,Bachelor of Information Technology (Sustainable Practice),B.INFO-06,undergrad,3,Information Technology,Undergraduate pathway combining core Information Technology foundations with sustainable practice applications.,480000,"{information-technology,sustainable-practice}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-024,Bachelor of Information Technology (Sustainable Practice),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,90000.00,720000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
c4d7a70d-4ee5-40a3-bbf7-5bf746b2c0ed,Bachelor of Information Technology (Research),B.INFO-07,undergrad,3,Information Technology,Undergraduate pathway combining core Information Technology foundations with research applications.,530000,"{information-technology,research}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-025,Bachelor of Information Technology (Research),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,130000.00,790000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
611818be-6445-4df6-ae5e-7c8e87721e70,Bachelor of Information Technology (Operations),B.INFO-08,undergrad,3,Information Technology,Undergraduate pathway combining core Information Technology foundations with operations applications.,580000,"{information-technology,operations}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-026,Bachelor of Information Technology (Operations),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,170000.00,860000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
2d09e2ce-f747-418d-b4bc-283e6686d1d8,Bachelor of Information Technology (Product Development),B.INFO-09,undergrad,3,Information Technology,Undergraduate pathway combining core Information Technology foundations with product development applications.,180000,"{information-technology,product-development}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-027,Bachelor of Information Technology (Product Development),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,930000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
2426c529-9506-415f-9a24-b67382d5d034,Bachelor of Information Technology (Entrepreneurship),B.INFO-10,undergrad,3,Information Technology,Undergraduate pathway combining core Information Technology foundations with entrepreneurship applications.,230000,"{information-technology,entrepreneurship}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-028,Bachelor of Information Technology (Entrepreneurship),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,250000.00,300000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
6c40af17-a87f-407b-913d-8336672c3b67,Bachelor of Information Technology (International Studies),B.INFO-11,undergrad,3,Information Technology,Undergraduate pathway combining core Information Technology foundations with international studies applications.,280000,"{information-technology,international-studies}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-029,Bachelor of Information Technology (International Studies),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,290000.00,370000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
5c528324-e396-4d31-9e51-4ee991732701,Bachelor of Information Technology (Human-Centred Practice),B.INFO-12,undergrad,3,Information Technology,Undergraduate pathway combining core Information Technology foundations with human-centred practice applications.,330000,"{information-technology,human-centred-practice}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-030,Bachelor of Information Technology (Human-Centred Practice),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,90000.00,440000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
3c99afb1-c646-42ab-a830-8ee2485064a9,Bachelor of Information Technology (Financial Applications),B.INFO-13,undergrad,3,Information Technology,Undergraduate pathway combining core Information Technology foundations with financial applications applications.,380000,"{information-technology,financial-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-031,Bachelor of Information Technology (Financial Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,130000.00,510000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
6e72ce98-fac6-4535-a19c-0f1f48fc9edf,Bachelor of Information Technology (Healthcare Applications),B.INFO-14,undergrad,3,Information Technology,Undergraduate pathway combining core Information Technology foundations with healthcare applications applications.,430000,"{information-technology,healthcare-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-032,Bachelor of Information Technology (Healthcare Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,170000.00,580000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
73a0ce16-c888-4432-b869-ded944286c1a,Bachelor of Information Technology (Education Applications),B.INFO-15,undergrad,3,Information Technology,Undergraduate pathway combining core Information Technology foundations with education applications applications.,480000,"{information-technology,education-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-033,Bachelor of Information Technology (Education Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,650000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
5b052f52-60a0-47aa-a3e4-0899c296490d,Bachelor of Information Technology (Public Sector Applications),B.INFO-16,undergrad,3,Information Technology,Undergraduate pathway combining core Information Technology foundations with public sector applications applications.,530000,"{information-technology,public-sector-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-034,Bachelor of Information Technology (Public Sector Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,250000.00,720000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
9890b6b5-8963-4c9f-bea4-c3c7b9e85298,Bachelor of Information Technology (Industrial Practice),B.INFO-17,undergrad,3,Information Technology,Undergraduate pathway combining core Information Technology foundations with industrial practice applications.,580000,"{information-technology,industrial-practice}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-035,Bachelor of Information Technology (Industrial Practice),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,290000.00,790000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
11737f44-1211-4ad7-a779-594f75324120,Bachelor of Information Technology (Strategic Management),B.INFO-18,undergrad,3,Information Technology,Undergraduate pathway combining core Information Technology foundations with strategic management applications.,180000,"{information-technology,strategic-management}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-036,Bachelor of Information Technology (Strategic Management),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,90000.00,860000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
439fc033-41a1-467f-a22b-fe787666c6c0,Bachelor of Artificial Intelligence (General),B.ARTI-01,undergrad,3,Artificial Intelligence,Undergraduate pathway combining core Artificial Intelligence foundations with general applications.,255000,"{artificial-intelligence,general}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-037,Bachelor of Artificial Intelligence (General),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,150000.00,405000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
5fb8b7a4-4da2-4107-8dd5-06c5e8569d7a,Bachelor of Artificial Intelligence (Applied Studies),B.ARTI-02,undergrad,3,Artificial Intelligence,Undergraduate pathway combining core Artificial Intelligence foundations with applied studies applications.,330000,"{artificial-intelligence,applied-studies}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-038,Bachelor of Artificial Intelligence (Applied Studies),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,510000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
46bbc5be-c817-45e3-9e0c-d9d0952587a5,Bachelor of Artificial Intelligence (Advanced Systems),B.ARTI-03,undergrad,3,Artificial Intelligence,Undergraduate pathway combining core Artificial Intelligence foundations with advanced systems applications.,405000,"{artificial-intelligence,advanced-systems}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-039,Bachelor of Artificial Intelligence (Advanced Systems),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,270000.00,615000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
7397584f-0cdd-4663-9a58-3ed620751b03,Bachelor of Artificial Intelligence (Analytics),B.ARTI-04,undergrad,3,Artificial Intelligence,Undergraduate pathway combining core Artificial Intelligence foundations with analytics applications.,480000,"{artificial-intelligence,analytics}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-040,Bachelor of Artificial Intelligence (Analytics),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,90000.00,720000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
0d5293b7-4915-43cd-b0bc-8a3c871615ba,Bachelor of Artificial Intelligence (Digital Innovation),B.ARTI-05,undergrad,3,Artificial Intelligence,Undergraduate pathway combining core Artificial Intelligence foundations with digital innovation applications.,555000,"{artificial-intelligence,digital-innovation}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-041,Bachelor of Artificial Intelligence (Digital Innovation),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,150000.00,825000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
0e150e2a-5d22-4592-a366-2c62832ab2cd,Bachelor of Artificial Intelligence (Sustainable Practice),B.ARTI-06,undergrad,3,Artificial Intelligence,Undergraduate pathway combining core Artificial Intelligence foundations with sustainable practice applications.,180000,"{artificial-intelligence,sustainable-practice}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-042,Bachelor of Artificial Intelligence (Sustainable Practice),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,930000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
092115e0-8d9e-463d-b589-2ae08b1e5965,Bachelor of Artificial Intelligence (Research),B.ARTI-07,undergrad,3,Artificial Intelligence,Undergraduate pathway combining core Artificial Intelligence foundations with research applications.,255000,"{artificial-intelligence,research}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-043,Bachelor of Artificial Intelligence (Research),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,270000.00,335000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
f864044c-d6c1-4945-870f-935205b7e975,Bachelor of Artificial Intelligence (Operations),B.ARTI-08,undergrad,3,Artificial Intelligence,Undergraduate pathway combining core Artificial Intelligence foundations with operations applications.,330000,"{artificial-intelligence,operations}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-044,Bachelor of Artificial Intelligence (Operations),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,90000.00,440000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
1a82908f-172b-4b93-acd5-c614eb93445d,Bachelor of Artificial Intelligence (Product Development),B.ARTI-09,undergrad,3,Artificial Intelligence,Undergraduate pathway combining core Artificial Intelligence foundations with product development applications.,405000,"{artificial-intelligence,product-development}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-045,Bachelor of Artificial Intelligence (Product Development),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,150000.00,545000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
40ad9112-98e6-47b4-82e3-d25453d707b6,Bachelor of Artificial Intelligence (Entrepreneurship),B.ARTI-10,undergrad,3,Artificial Intelligence,Undergraduate pathway combining core Artificial Intelligence foundations with entrepreneurship applications.,480000,"{artificial-intelligence,entrepreneurship}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-046,Bachelor of Artificial Intelligence (Entrepreneurship),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,650000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
a4b202c8-be39-44d0-90fb-70767c3aad82,Bachelor of Artificial Intelligence (International Studies),B.ARTI-11,undergrad,3,Artificial Intelligence,Undergraduate pathway combining core Artificial Intelligence foundations with international studies applications.,555000,"{artificial-intelligence,international-studies}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-047,Bachelor of Artificial Intelligence (International Studies),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,270000.00,755000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
f09d8e80-0ee5-441f-8b50-f7acb8f8e274,Bachelor of Commerce (General),B.COMM-01,undergrad,3,Commerce,Undergraduate pathway combining core Commerce foundations with general applications.,480000,"{commerce,general}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-199,Bachelor of Commerce (General),Class 12 or equivalent from a recognised board. Institution-specific merit or entrance requirements may apply.,90000.00,720000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
