id,career_id,title,provider,resource_type,url,language_code,is_free,display_order
6bb187cb-8e8e-481f-80c4-70777deb1a66,050d33d3-445b-46de-82e1-31a116ed22d3,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
0c168a7a-42ba-4ca5-98b3-1889d3997cb2,05255b66-80c0-4ca5-a8b7-031ff6c3426d,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
126a63db-836c-4ba6-85f6-8c2353d3be01,0534ceb5-13bd-45fd-9e96-3a980312ee22,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
e63d07a7-9af1-4f99-bc4f-ac181ba31a0b,06cd32d3-6c2c-4313-a4f6-b6f8e5a6e96f,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
c969ed80-3241-43fe-b0b4-a51fb2b774ec,073bc8dd-44f2-47c5-b14b-5fb8b16692bd,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
aa4d2560-5d55-4367-81dd-32c1018ed626,081527f7-7a36-4949-bc9c-436a3fe7c8be,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
9f33a5aa-ff51-4ff4-8a94-b2a3cfd6f2d3,0869cfea-eb59-4d6c-8821-66c42af9849d,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
75b94557-f130-4291-999a-aa3ac3cdbeda,08928366-dce6-4bd5-9b90-54f56c451af7,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
cac2b562-1f97-466b-8e8a-0927d339c89c,092e4869-6ce4-4e94-8805-53bb479f9f25,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
950b88b9-5eb2-4622-8daa-4390a63be0d0,094b348d-fc6b-4c33-b945-96cf6a50da8a,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
dd7fb907-47eb-4b40-a9c6-1efec72cb8a1,09d46afc-22ad-418b-bb45-61f1e764880c,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
5bf04c13-d2dd-4726-bae2-a00b40ec57af,09df3a18-98de-4bf8-805d-d1c92b5ff683,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
f827589d-62c8-44fb-87f8-cba799e63510,09e3009f-dbad-4535-91a9-0d611f41580d,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
d6f7d039-17af-4226-8af7-cc453b4ba123,0a83861c-3dc1-47cb-b763-b01e894c4714,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
688c7632-3d7c-4a81-bfda-1801050365d0,0a90493a-a261-490c-b1ec-65262644a32f,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
6d6331da-f2d3-4834-8d49-c1be73fb8860,0b093488-b196-4935-adde-cd390ae73ab4,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
33a7ac86-91a1-45b1-9e51-9393bcd6e18d,0b158ecc-1412-4758-98f5-524d152a95da,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
66c96683-b637-4f85-a2f8-23cc162fbc3b,0b1bf9b6-9f79-44c5-9f90-50d8f7eb2a32,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
4aeff675-641a-4fe5-a2ea-1a478fd355ec,0b984268-b7f8-40a1-aed6-f4ade5897cd1,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
8c626ef4-bb28-4fc4-87bc-4b065d0d978c,0ba5e410-8738-4ab9-8712-bd4d8fec3661,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
f0e401b4-533b-40c3-bbe2-9c89afd2f36e,0bc39c1a-6d45-47c4-a9c1-a5c9ce7c6cd8,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
17429350-bdb5-4474-82eb-1a770c74f293,0beb6261-75d6-4263-b1cf-b8207868909a,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
0e9d802a-92ea-4f7f-a007-c2cea99ac315,0bf57e74-012a-4709-864f-9e00ada401dc,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
05f9b824-10d4-47b9-9a47-530838102264,0c29ef88-215d-4f32-9c79-850bdcd36051,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
82de8d7c-47c1-4a24-b502-48fbbfa9fe7e,0ccceb88-ec4c-4763-b174-fcdacd63bd9d,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
7e949da2-d172-4ac9-96e2-1337c0957b41,0d357c9d-4587-4c61-abbd-0e71dcfb1608,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
5a890e9c-7a24-4ffc-8039-4fe33ea6ea2b,0d37f7c8-91de-4833-aa3c-da996d40da57,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
4ea5c222-d774-4dc4-bce4-35cdce07297c,0d6369bc-79a8-4f65-a224-7f0b0df6b04e,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
62fee7e7-75c1-4934-855d-0a75eb90f87d,0de538de-a3d9-4618-88e8-5d7e3652fb6f,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
6ec4b2df-bf33-4cd2-9bf6-bcfcd51da819,0e1253ed-ad9a-4e88-9413-0a92bcd2c0c6,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
bc6cfcab-0007-45ab-91dc-aefb9c084c59,0e248f12-4e2f-4086-8b87-7b5dcb45c6aa,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
b2e5d32f-0a74-4b1d-8df7-39e2d41d40fa,0e2c5577-818c-4206-be75-8503f86044e4,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
ce22c633-cd88-456e-8b7f-77fee57fbda9,0e497968-5ad3-4bab-86f9-f4f4f30dfc67,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
806aa66d-a125-4c5b-b3f4-06a46268170b,0e7e1478-14eb-4f5e-851a-82904f07ed70,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
de87c00f-8b7a-42c5-89d5-91428aeb2e64,0f12b285-e2eb-4e0b-9160-11d415780e54,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
a5cd3f28-7685-4a3d-902f-2d2a70788211,0f19d185-6851-4da2-b997-6384abbe7f04,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
a7d2ee64-05e2-4bf5-8d6b-f380c238f40e,0f5f4906-b3a9-46a8-a550-f31b94f7657c,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
3d353158-ced7-4bd5-87f2-8f65d81250fd,0f79b314-75fc-4d76-a3fd-72f6de98e511,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
425fb64c-d1ae-4f35-88e7-1935174b8862,0f9ac911-8cd9-4929-8df7-00034ac00019,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
0b59e8cb-d5ad-4baf-8546-2c53a566dc59,0fa71f5f-f8ca-437d-8511-64334ad8bf99,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
b840b629-c180-40eb-8d5c-6ee58ed64523,0fd9fe2c-88ce-45e2-9ffc-e93aa9d55388,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
f619996b-e42c-427e-96d3-246bf4ded98f,102a06de-25c3-4fe0-b522-3d21f062812d,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
669d3a9a-c1ea-4261-b4c8-b9b3d5fc29df,11da153e-aaa1-4d0e-b65a-c578d0e747c1,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
39dbfa98-92ef-4c4b-9002-cf6e99878fad,1221e49b-5a03-4d07-8f58-bb68f4d927bf,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
9948ce56-bfb2-4da9-93ea-6d68c7808938,12237ee4-7429-4513-908d-963bf9b6412b,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
63d5cbc5-4c26-4c5b-8703-1060bd030f6d,13172c0d-1308-487e-928c-ad2c6f43a813,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
8a6e3feb-a93d-4b54-926f-e2054ed1fc86,142ee715-9e9a-4270-a342-7e57029dd897,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
368912b4-b1be-4c1c-9cf2-1c2b20e7ee50,1454e2a6-17b9-478a-8d50-e62d433843a1,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
4dfa4e65-3d44-4290-8ee4-97144bc2b9f0,14c457c6-4c12-4d96-87a2-5f302018464b,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
5283393c-d2f3-4a76-b2d1-26e4e034d494,14e5e91f-d34b-4fb4-8599-4cd87079003a,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
91ba6a14-2d6b-4dac-b9bd-5c06a0628132,153878fa-54af-4bfc-9694-03ba39d6f953,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
4d231d77-8d3b-42c8-b7b1-f78b2b7d0b11,156ed6ac-9264-416c-8377-3581609e57ba,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
063e3a2d-2bd1-46de-9116-5eac383005d8,157639a3-a88a-4fae-ac7f-47bfc61f4722,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
2920e95a-1d55-4864-aa56-aca5154dd67d,15ae3bb8-70cd-497b-bba3-1850d2d4ba10,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
bbe156ab-4f39-4867-8197-fb43b807f2a8,16178766-c301-4768-9dc8-8d9045df28b4,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
a9e37ed5-4e16-475f-b715-bc5f75e6d508,161fded4-c117-4552-bbd4-6dddca23a7b1,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
8d398171-83fc-4ad4-bccd-753262b5e43f,166115c3-d570-4523-bb32-b7eb84cd080e,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
94b57633-7f00-45cb-aedf-228ba14ccf26,1674e4eb-5dbd-492a-851a-c322c371fe69,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
cf48461b-7d69-430f-bf75-a7c3fcdf1fcd,16a7e439-ca0f-4531-8337-6260beb28993,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
fa62a7a3-2859-4d11-b8ac-3c57a9480ef1,16de9503-c49d-40da-b679-2c35c2ca463b,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
bdd09912-860a-4001-bd14-b8d8c74e8aae,16f95c52-b2da-4c87-ae4a-01b1bac9f211,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
b6c2268b-556b-4e10-814f-cb050d8bffd6,175e62b7-f831-48e8-9349-c82927cb1b79,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
8a26b352-13e8-4644-afbd-da450719762f,17b8224e-0b2e-46ae-a8e0-26e8003c1c42,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
f23fc461-a060-4417-b32c-e633f0992b0e,17d6d266-8a58-462e-bdd2-081c64c1167c,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
d623ac63-3efa-4651-baae-bb15af2c2464,183697c6-14ad-4db4-a84e-11ddaf0ea114,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
ea02bfc9-35d1-4860-804c-767a6277bdf3,191f9bcf-c74f-4b5e-975a-ae7abe57f8f4,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
e0bfea91-4449-4429-aa41-5ec20ec426b2,1941ffd3-962a-4a65-a68b-9ce983610e7f,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
e1f3315c-c229-4060-a5e5-8b00a98b2a92,196be798-d325-4a98-a6d0-7100fb08da1d,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
77fc3819-bd94-437a-9d74-f1b690e0e1dc,19f74737-35dd-4d19-8095-a8c2b4b50647,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
0dace191-de5e-497a-824f-ff9d13b4170a,1a30ba69-c763-4090-b816-02eec0d3aa68,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
70ee8284-08ad-404d-8a49-8a06144fae40,1a400d9e-d2ce-48e9-9574-10f5d3870945,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
7502e4a4-d3db-4513-93bb-7f4307657d0c,1aa96704-791b-44d8-8c0f-6caaf0ee7d84,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
9c018a89-acb0-4b4f-8517-f1d86c62fc57,1b1fc5ce-161f-4475-938c-de4a4ff682bf,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
e31c0ff7-814a-4170-bca0-d3471061e491,1b6c7ca9-0b01-4b8a-b30d-04ae58ca925a,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
94aeff38-2c7c-4bb5-8917-b4d29d43d659,1ba38b52-7443-4bcf-953f-50fc963b8ee3,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
32b6e505-711e-45ad-a6c4-5e16b605d6c2,1bbd37a8-c91f-4282-998d-9c9381d52835,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
fd5db764-857d-4b43-abe4-f8f2d0d23dd6,1bceae38-4a77-4183-99b3-56746d7cb1a0,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
d20eedf1-0c35-4647-89a2-a39c9f57616f,1bd6148e-02c0-47d7-8913-d3ec37366bd8,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
11bd10fb-7254-4b33-85bf-82ba22e0641a,1c18ca6a-1c6c-4441-8a17-adbadfcca5d6,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
1407dcc3-2d8d-48de-8745-db1f04432dc7,1c7d8b96-ea3f-413e-b044-c7c5ee5fd780,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
aa96ffa4-60e1-4b37-9bee-4c5ab803427d,1ca3f33e-fff3-427a-af06-c7db2eb660b3,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
97f79aff-ce82-4f82-8842-314ed96aa286,1cc71041-b918-435f-9ea1-77213a92c49a,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
198a81f8-1062-49a0-9e2c-20a1493706e4,1d32a2ee-9ac6-4776-a9b3-f97facb937cd,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
686d0337-5099-4d52-8ee7-a5bd3f9cd0f4,1d5d6c43-88f7-4b41-8c6b-e2e6f717313a,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
4175c0df-3420-4957-81e6-9aeba6f0f314,1dd39e6f-e3d1-46fd-8108-1b4df83f94c2,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
29b24113-4033-450d-8b25-8362a06b75e0,1fa1ab1f-8bd0-47e2-b74f-130bf44d4698,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
9cd1825f-35ae-460b-8fc7-614301d9bed5,1fa64d17-e3fe-4200-a959-7db1fbaa5683,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
28349506-f686-40fd-9978-6966a78272c9,20675722-092a-41b8-a3e8-c0c3a121ce02,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
76f951cd-3ce3-4908-9563-86a2cb4fff69,209d4816-d03e-4101-a438-b7cf9109c1f4,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
5e375457-7303-4387-a6eb-45c1dc3a615f,20cd9603-e3e3-4aa5-b92c-743026c98a12,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
4ae5d34b-9fd7-4b1d-bc6c-8889ac60e1da,211edb68-cfd3-4977-bce3-852dde69c95c,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
0c88971e-f650-4c63-8f91-2dff3487c058,2150344a-8f43-4f90-894c-a075395119f9,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
c88c640d-463d-4540-8b9a-e5e36dc86f7d,2168303b-7a44-45cf-b038-ef7a40207391,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
11557e8d-098a-45ae-89cf-747ac95895d3,21de4c58-9172-4020-b0cf-356580bf9757,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
a17a7660-97a5-42d6-b6ed-904b560f7638,221fa435-d83d-4b8c-93d4-4512172e23df,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
a233d51a-86f4-436d-968b-a3c955ba601b,224f069d-dd4b-43f3-a61e-38290700f66e,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
2205883e-cf68-41ce-b13c-549a2e33968e,22f5eca9-2918-4b03-ab0b-444c98e1378b,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
daac84dc-ab4e-4712-a4a1-a7abae5b2816,2327d84f-c12b-480e-83db-841a48c63dd2,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
b62d2cb9-81de-4a05-b261-c33ad9a14d51,2334190b-7c7b-47d9-b82b-ff418ca5195a,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
e83488da-3f30-40ba-bbb3-0a73b3caf547,2336ab47-1a73-4981-8f86-2fb3419823a0,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
6f2326cb-d2e0-443b-99b9-f037e7edc903,239e7667-cecc-4ddd-bcec-16fa85ef4e74,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
b5cb1635-3364-4a8f-96a1-aca5d17bda67,24415957-2e5e-4779-a183-ff6a31c52a91,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
4d851233-54e6-4ed5-8967-9469bd4c1aba,24c9e1ef-bd9c-41d5-85bf-b8344e72bff5,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
b7de6eb8-eb3f-4456-91a8-4f73d6f74c08,2580a263-586a-46df-823c-d2000c0be036,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
cc13dd76-f238-4520-b3c7-235dec766cee,25d0ce66-28ef-4bae-bff7-cc73f7d4d11c,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
d4677b0a-2d76-4d48-96d5-209ce259b32b,25f72b94-973b-41b1-a6b4-32d504cbfb15,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
98de7e1e-5d4d-4d12-a40f-27060f0b3264,26172a5c-8511-45bb-817a-23109b7cd3dd,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
d0372b0b-8688-4ca6-9e9a-77ee09204be7,26231bc2-b97b-49a3-a8f5-3136fd079b59,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
b0375461-d006-4655-8c33-65158a206734,269be175-723e-4a72-a39d-8b946d91c5d7,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
c4049928-6bc5-45f0-9ef2-8eec746b14d8,270c96ab-ad56-46f7-83db-a8face7c265a,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
ee7937c2-c000-4bc2-92ae-34e0363b4778,2718f167-f488-4e72-985a-0f3b0cdcf155,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
90315a89-7916-436c-898f-8ce6d1dcdce7,277e41f0-a756-4136-9081-13be788b5eef,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
1b3890a3-b36d-4f2b-8303-76826ed617fe,281c8bcb-e193-4491-a88b-935b5c4a417a,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
d8974ce2-efc6-4c76-86f5-0a039c11f837,285fbf0c-5487-4e6b-aaf7-9c795bcd9d61,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
8ebcd00c-da4a-46bb-ab17-935cc9584ff4,287089e0-9eaf-4916-ad10-3b5a68ccd6a7,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
8be58cce-c875-4b6a-82aa-18eb8c91fa81,289fe8bc-419f-43fa-91ae-16d00cc1ebd6,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
8c4fb7e9-377d-43bc-bcfa-e1357eb6414f,28b7ce53-70e3-4922-982f-f536c21647e8,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
4591072d-b250-4353-8f0d-c750f230ae33,28ba021b-4f3c-417d-a2bc-b69fe2e229c7,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
b451487e-3162-4953-b788-b339f8eb53c2,29e424d6-607c-4904-a9a8-f25b89eeafd5,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
e2e93be0-8976-4904-9151-04bd48f15f6f,2a1a1e8d-3dae-4c1e-8d51-51be2091ab68,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
9481e23b-6b5d-4612-ba30-9922a95ddb5e,2a5c03c4-1ce9-4acb-8b13-11db85fc3c5d,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
49af5921-7684-4be3-9f0f-b259c32c50c8,2ad9c76d-d800-4aa1-9af1-2243397e82df,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
7d37a535-6e77-4a76-8a84-ec1ba6707a01,2b09b9db-7fb6-4fa6-99d3-c7534e766db8,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
876b10d6-148a-4f54-bfbb-dda868884d0e,2b368684-be3e-4290-906b-6298458ad159,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
b472f5fb-438f-441a-bcb6-87109216db15,2b64ab99-468f-4699-9b93-e8d70b420f4f,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
b005f22e-7dc1-4fff-9cee-b1e5465ae4b5,2bbe31fe-c45d-43cd-8378-61ee2f8cc287,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
406f82ca-1b65-474c-8f06-3b0c2cfa612d,2c2b4a12-8886-415a-bb5f-1e4c46545673,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
5568ca73-7d7a-4a04-844b-43fef231f406,2c47e52a-d85c-4049-ac61-02bf7cb6ff9c,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
2f34a022-10e6-4ba6-a82b-0664d073d7d3,2c525628-9ed5-455a-99bb-fe854a2eb1d9,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
5f18c501-4921-4766-9fee-ae215059bec9,2cd225a2-6413-4558-a48f-53898de51e9b,Explore occupational tasks and skills,O*NET OnLine,documentation,https://www.onetonline.org/,en,t,1
