career_id,ai_disruption_risk,future_demand_score,work_life_balance_score,remote_work_potential,entrepreneurship_potential,methodology_version,rationale,source_names,assessed_at,updated_at
22f5eca9-2918-4b03-ab0b-444c98e1378b,78,94,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
949ac5d1-2ecb-4d0c-9453-f4a85e66c91f,52,54,62,25,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
e800e865-4f70-469c-a9c8-668fb2ba3f41,52,81,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
183697c6-14ad-4db4-a84e-11ddaf0ea114,78,44,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
87add0d1-7b93-44e9-941b-800dbd1612f9,52,55,52,25,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
6d8aa349-a2ef-47dd-8771-712f9d476a9f,78,84,62,25,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
2580a263-586a-46df-823c-d2000c0be036,52,51,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
0e248f12-4e2f-4086-8b87-7b5dcb45c6aa,78,50,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
66ffbc22-1a4a-4e8d-91a0-4615915d7371,52,42,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
714f63a7-5f55-41bf-af7f-7ee05b0da23c,78,51,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
03022e59-d3a1-42f6-8be5-447e5ac4b063,25,78,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
c635181f-9b1c-47f9-a087-64b3845903dd,78,87,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
db5e9b3c-f693-4bba-82f2-3a01ac37660a,78,72,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
64bbc8f1-a329-4629-88b3-328220d3708b,25,69,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
a8e75caa-745d-48af-b73a-da9b0518d8c6,78,54,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
efd3c8f7-1df6-4766-8e7b-b33c7beaf143,52,47,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
7ea06f8a-47db-4320-bcbc-be228eca929f,25,43,52,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
1c18ca6a-1c6c-4441-8a17-adbadfcca5d6,25,47,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
99de4035-fcc5-42ee-92a7-a90b303a5690,52,67,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
1b6c7ca9-0b01-4b8a-b30d-04ae58ca925a,25,55,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
73cecaa4-5d44-4ba5-b71b-659c302b5184,25,41,62,85,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
c7bbfa2a-b50a-456a-a5c5-f13bcfb56002,52,49,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
5866869c-1e3a-4f58-bdea-f7eab73cbe8b,25,77,70,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
f969e97b-7fca-4795-bfca-811f8ab37ebf,25,82,52,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
4adb4ab6-3271-42f7-a642-9d6b35277520,52,43,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
ad76688d-5008-4ca7-8b7b-fc983d5b2e11,52,45,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
72f87167-8e38-4e90-a573-26abc1e95b23,52,76,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
33186e81-1fd0-4845-9c59-691e91599729,25,75,70,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
b311dfb2-53e6-410b-9593-1269e6ff4d12,25,70,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
fb15517a-5511-4584-9b10-0afd85fcbb66,52,87,62,25,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
40a87a7f-5023-4bcb-b1bd-1df34bb7ee60,52,51,62,85,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
f4c6a120-f075-47a4-a56a-293a2c748485,52,70,52,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
5e3086a7-e0ac-497b-9444-320887750f28,25,49,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
3e105fa9-5b66-4f0b-90b0-1b8f3e000242,25,76,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
70aded81-45d2-4e4e-a0cb-3d70646fd245,78,45,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
289fe8bc-419f-43fa-91ae-16d00cc1ebd6,52,85,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
ea37ea6c-da7b-44d9-bc63-9f9be5ad57c4,25,49,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
47d6e011-6a62-4f92-9ed4-fa7ce06677eb,78,86,52,25,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
f7d29743-218e-4e23-a185-804b35693a22,52,64,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
93970b84-0fd3-4384-ba23-63d028d2d5d3,25,90,52,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
ab512c82-fd6f-478f-86bd-4eb043f00b14,78,92,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
0a90493a-a261-490c-b1ec-65262644a32f,25,81,52,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
2b368684-be3e-4290-906b-6298458ad159,25,63,52,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
b9bde5fb-c7c4-46ab-b132-053abd653134,52,56,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
a8447e47-3087-4fde-9e41-85ab6f9c514d,78,48,52,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
f554568c-0472-46ae-8bfb-fe389781fd1c,78,80,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
5b989f35-a9cc-4ae2-bebf-9f37e7d6d962,52,62,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
a964d04c-9851-4252-94d1-e9cf4af6626d,25,64,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
cda2557e-2be5-4b55-9d20-c5dfd465b119,78,76,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
cebea589-6fe0-4309-99c5-d5e50b43f9fa,52,55,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
d8aefe92-bf59-4028-a1a8-437915b7d344,52,67,52,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
6d16bd5d-38b2-440d-809f-80e0f3f9f05b,25,52,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
482dece0-fd37-45bf-8208-2d50faa81fda,52,84,52,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
4f3426ba-e546-4764-a085-fdc7cca19e70,52,76,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
b1b0ba4c-a59a-45a0-832e-ea259a766d94,25,84,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
eba946d8-9535-4297-a900-f69ec6bb4747,25,42,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
8754afbb-f563-4868-bc36-fb53160c788c,52,88,70,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
df1bbac4-7c93-4b5c-86e6-bd905b8fecf7,78,58,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
cebe38f4-fae0-4eea-a09c-8aa59c72f695,78,78,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
0bc39c1a-6d45-47c4-a9c1-a5c9ce7c6cd8,25,50,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
69017f1f-daee-4c49-8358-72afdb12c263,25,75,62,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
52fd0354-829f-4e36-918e-faceeff77588,25,72,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
fa534295-2bcb-4d1a-ad08-9ae59965f054,52,84,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
6c4ef3c5-9e34-4a47-9b50-f554f45a87b1,78,75,62,25,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
d753cc59-2403-466e-8b3e-4dad868a7a28,25,68,62,25,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
5d0df09d-657f-4a64-abdf-a0200ebb4a95,78,50,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
84e4dcdf-26ce-410b-adbd-d6c0597a53f0,25,95,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
c4e31210-a274-4baf-a3e3-d2c76f427d67,78,89,62,25,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
1bceae38-4a77-4183-99b3-56746d7cb1a0,52,42,62,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
cecf38f9-07c7-4132-91fb-b3b0b0125f09,52,78,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
644a1459-f00f-47d7-8fe8-ffcb68ecb941,52,40,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
24415957-2e5e-4779-a183-ff6a31c52a91,78,71,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
ffb2812d-4910-41b3-b1b6-9bab3856f90a,78,67,52,25,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
3acf6b92-236a-4f01-a3ce-3e13e4445117,52,70,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
d72a5cda-b4c8-4d6d-8b0a-b5804f9541ff,52,81,70,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
2cd225a2-6413-4558-a48f-53898de51e9b,52,89,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
ec9294fd-2fce-4461-93f0-fae5cc39196a,25,92,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
e122dd95-adae-464d-ac54-8aa18bec7e86,52,68,52,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
ff158f99-1830-4c86-8cd7-24f8145e5bd8,78,90,52,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
6a0f97b3-1128-46c8-8137-643ed1071240,52,80,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
9c952ce4-e926-4ebe-90dd-69dde800bb12,52,92,62,25,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
