degree_id,certification_id,relevance,recommendation_level,notes
060f9671-e91a-4f21-ac32-2afb00fac682,b57573c5-90ad-4b72-8e84-ad49d2bfad02,3,recommended,Recommended based on broad discipline alignment.
060f9671-e91a-4f21-ac32-2afb00fac682,4c1ea680-2d6c-471a-8bd7-64fd25972f18,4,recommended,Recommended based on broad discipline alignment.
4800532e-ce5a-4737-8b73-140645531684,7a1f2807-a1fb-4def-a528-168178f8720f,4,recommended,Recommended based on broad discipline alignment.
4800532e-ce5a-4737-8b73-140645531684,1f9f03bb-43b5-4248-879b-8e3905ace7c6,4,recommended,Recommended based on broad discipline alignment.
4800532e-ce5a-4737-8b73-140645531684,b57573c5-90ad-4b72-8e84-ad49d2bfad02,4,recommended,Recommended based on broad discipline alignment.
c50ea908-fbf6-4bee-b19f-75afe55ecf46,c6b83724-15a7-4d2c-a50d-9797e41cc927,5,recommended,Recommended based on broad discipline alignment.
c50ea908-fbf6-4bee-b19f-75afe55ecf46,3912ad3b-37a0-4331-8fae-0cf78aa34d7f,3,recommended,Recommended based on broad discipline alignment.
c50ea908-fbf6-4bee-b19f-75afe55ecf46,c5915310-0c54-4943-a4ae-8bab7b58bd6c,4,recommended,Recommended based on broad discipline alignment.
2048e0b3-1aaf-484e-b090-af8a96e12092,01a2e766-3131-4ee5-85f8-66e30e38b1af,4,recommended,Recommended based on broad discipline alignment.
2048e0b3-1aaf-484e-b090-af8a96e12092,c6c4a676-84f9-4959-86ad-8f2039db9a54,5,recommended,Recommended based on broad discipline alignment.
2048e0b3-1aaf-484e-b090-af8a96e12092,c5915310-0c54-4943-a4ae-8bab7b58bd6c,4,recommended,Recommended based on broad discipline alignment.
048ca5d8-c777-425e-902b-f955871a939b,4c1ea680-2d6c-471a-8bd7-64fd25972f18,4,recommended,Recommended based on broad discipline alignment.
048ca5d8-c777-425e-902b-f955871a939b,6cf971de-065a-4d5e-a56c-fe0ffdde861f,3,recommended,Recommended based on broad discipline alignment.
048ca5d8-c777-425e-902b-f955871a939b,c6b83724-15a7-4d2c-a50d-9797e41cc927,5,recommended,Recommended based on broad discipline alignment.
68abcdf0-27ec-44f1-94f7-017e3cc18409,5264f259-9f99-41b7-a470-b22cdcb566c4,5,recommended,Recommended based on broad discipline alignment.
68abcdf0-27ec-44f1-94f7-017e3cc18409,1f9f03bb-43b5-4248-879b-8e3905ace7c6,3,recommended,Recommended based on broad discipline alignment.
68abcdf0-27ec-44f1-94f7-017e3cc18409,0c36cae4-adfa-4324-9856-b37c6c407148,5,recommended,Recommended based on broad discipline alignment.
a9298ba6-b6d3-42c7-b41a-bb28a21933cf,1f9f03bb-43b5-4248-879b-8e3905ace7c6,4,recommended,Recommended based on broad discipline alignment.
a9298ba6-b6d3-42c7-b41a-bb28a21933cf,b57573c5-90ad-4b72-8e84-ad49d2bfad02,5,recommended,Recommended based on broad discipline alignment.
a9298ba6-b6d3-42c7-b41a-bb28a21933cf,c5eacf71-2ee2-47b4-aa05-6b77c12a297a,5,recommended,Recommended based on broad discipline alignment.
8d48635f-0d6f-4e73-9373-a509cf6e9049,3912ad3b-37a0-4331-8fae-0cf78aa34d7f,3,recommended,Recommended based on broad discipline alignment.
8d48635f-0d6f-4e73-9373-a509cf6e9049,5264f259-9f99-41b7-a470-b22cdcb566c4,5,recommended,Recommended based on broad discipline alignment.
8d48635f-0d6f-4e73-9373-a509cf6e9049,c5eacf71-2ee2-47b4-aa05-6b77c12a297a,4,recommended,Recommended based on broad discipline alignment.
b6459ece-445e-4c85-b2ad-0c2f96566b0b,85cc54f0-d0be-452e-afae-9973fee61aff,5,recommended,Recommended based on broad discipline alignment.
b6459ece-445e-4c85-b2ad-0c2f96566b0b,dc25fc5e-69b6-4b83-929a-4f9dc8668325,5,recommended,Recommended based on broad discipline alignment.
b6459ece-445e-4c85-b2ad-0c2f96566b0b,c5eacf71-2ee2-47b4-aa05-6b77c12a297a,5,recommended,Recommended based on broad discipline alignment.
4a664610-6958-4aab-8c5a-8d30c6e11873,b57573c5-90ad-4b72-8e84-ad49d2bfad02,3,recommended,Recommended based on broad discipline alignment.
4a664610-6958-4aab-8c5a-8d30c6e11873,afc9837c-580c-4705-b873-1e8b7e9828f3,3,recommended,Recommended based on broad discipline alignment.
4a664610-6958-4aab-8c5a-8d30c6e11873,3912ad3b-37a0-4331-8fae-0cf78aa34d7f,4,recommended,Recommended based on broad discipline alignment.
6cddc7fb-f1d3-40cb-9d62-97bcefa1f07b,dcd44431-2b7c-4c6d-b199-34255161d0a4,3,recommended,Recommended based on broad discipline alignment.
6cddc7fb-f1d3-40cb-9d62-97bcefa1f07b,c5915310-0c54-4943-a4ae-8bab7b58bd6c,4,recommended,Recommended based on broad discipline alignment.
6cddc7fb-f1d3-40cb-9d62-97bcefa1f07b,afc9837c-580c-4705-b873-1e8b7e9828f3,4,recommended,Recommended based on broad discipline alignment.
71a9f2b5-66bd-4e19-a74f-9f8c9f54c48e,dc25fc5e-69b6-4b83-929a-4f9dc8668325,3,recommended,Recommended based on broad discipline alignment.
71a9f2b5-66bd-4e19-a74f-9f8c9f54c48e,dff4272e-1056-4724-a832-aef195a5c628,3,recommended,Recommended based on broad discipline alignment.
71a9f2b5-66bd-4e19-a74f-9f8c9f54c48e,dcd44431-2b7c-4c6d-b199-34255161d0a4,5,recommended,Recommended based on broad discipline alignment.
beeec42d-ff91-41ed-b302-a24975866040,a2fa76be-ec9f-44ea-a097-640d89a6890e,3,recommended,Recommended based on broad discipline alignment.
beeec42d-ff91-41ed-b302-a24975866040,afc9837c-580c-4705-b873-1e8b7e9828f3,5,recommended,Recommended based on broad discipline alignment.
beeec42d-ff91-41ed-b302-a24975866040,6cf971de-065a-4d5e-a56c-fe0ffdde861f,3,recommended,Recommended based on broad discipline alignment.
4a5f606e-4abf-472e-a34d-a12a49195db1,5264f259-9f99-41b7-a470-b22cdcb566c4,3,recommended,Recommended based on broad discipline alignment.
4a5f606e-4abf-472e-a34d-a12a49195db1,1f9f03bb-43b5-4248-879b-8e3905ace7c6,5,recommended,Recommended based on broad discipline alignment.
4a5f606e-4abf-472e-a34d-a12a49195db1,3912ad3b-37a0-4331-8fae-0cf78aa34d7f,3,recommended,Recommended based on broad discipline alignment.
a98e3c0e-cba2-4107-975a-3264a888227c,b57573c5-90ad-4b72-8e84-ad49d2bfad02,5,recommended,Recommended based on broad discipline alignment.
a98e3c0e-cba2-4107-975a-3264a888227c,dc25fc5e-69b6-4b83-929a-4f9dc8668325,4,recommended,Recommended based on broad discipline alignment.
a98e3c0e-cba2-4107-975a-3264a888227c,c5915310-0c54-4943-a4ae-8bab7b58bd6c,3,recommended,Recommended based on broad discipline alignment.
7b6a502b-662a-41a5-86d1-9cca64f2055e,5264f259-9f99-41b7-a470-b22cdcb566c4,4,recommended,Recommended based on broad discipline alignment.
7b6a502b-662a-41a5-86d1-9cca64f2055e,85cc54f0-d0be-452e-afae-9973fee61aff,4,recommended,Recommended based on broad discipline alignment.
7b6a502b-662a-41a5-86d1-9cca64f2055e,c5eacf71-2ee2-47b4-aa05-6b77c12a297a,5,recommended,Recommended based on broad discipline alignment.
b4053c5e-47cc-4ea9-a06e-4f9eb0a0100e,dff4272e-1056-4724-a832-aef195a5c628,3,recommended,Recommended based on broad discipline alignment.
b4053c5e-47cc-4ea9-a06e-4f9eb0a0100e,7a1f2807-a1fb-4def-a528-168178f8720f,4,recommended,Recommended based on broad discipline alignment.
b4053c5e-47cc-4ea9-a06e-4f9eb0a0100e,1f9f03bb-43b5-4248-879b-8e3905ace7c6,3,recommended,Recommended based on broad discipline alignment.
bdaae70e-77f7-4a40-a7d0-a8462297d5e0,4c1ea680-2d6c-471a-8bd7-64fd25972f18,5,recommended,Recommended based on broad discipline alignment.
bdaae70e-77f7-4a40-a7d0-a8462297d5e0,a2fa76be-ec9f-44ea-a097-640d89a6890e,4,recommended,Recommended based on broad discipline alignment.
bdaae70e-77f7-4a40-a7d0-a8462297d5e0,c5eacf71-2ee2-47b4-aa05-6b77c12a297a,3,recommended,Recommended based on broad discipline alignment.
4f1a6914-534f-4c16-95d9-a66f1387c3f8,afc9837c-580c-4705-b873-1e8b7e9828f3,4,recommended,Recommended based on broad discipline alignment.
4f1a6914-534f-4c16-95d9-a66f1387c3f8,4c1ea680-2d6c-471a-8bd7-64fd25972f18,5,recommended,Recommended based on broad discipline alignment.
4f1a6914-534f-4c16-95d9-a66f1387c3f8,b57573c5-90ad-4b72-8e84-ad49d2bfad02,4,recommended,Recommended based on broad discipline alignment.
c4d7a70d-4ee5-40a3-bbf7-5bf746b2c0ed,7a1f2807-a1fb-4def-a528-168178f8720f,3,recommended,Recommended based on broad discipline alignment.
c4d7a70d-4ee5-40a3-bbf7-5bf746b2c0ed,c6b83724-15a7-4d2c-a50d-9797e41cc927,3,recommended,Recommended based on broad discipline alignment.
c4d7a70d-4ee5-40a3-bbf7-5bf746b2c0ed,dff4272e-1056-4724-a832-aef195a5c628,3,recommended,Recommended based on broad discipline alignment.
611818be-6445-4df6-ae5e-7c8e87721e70,0c36cae4-adfa-4324-9856-b37c6c407148,5,recommended,Recommended based on broad discipline alignment.
611818be-6445-4df6-ae5e-7c8e87721e70,4c1ea680-2d6c-471a-8bd7-64fd25972f18,5,recommended,Recommended based on broad discipline alignment.
611818be-6445-4df6-ae5e-7c8e87721e70,c5915310-0c54-4943-a4ae-8bab7b58bd6c,5,recommended,Recommended based on broad discipline alignment.
2d09e2ce-f747-418d-b4bc-283e6686d1d8,c5eacf71-2ee2-47b4-aa05-6b77c12a297a,4,recommended,Recommended based on broad discipline alignment.
2d09e2ce-f747-418d-b4bc-283e6686d1d8,c6b83724-15a7-4d2c-a50d-9797e41cc927,3,recommended,Recommended based on broad discipline alignment.
2d09e2ce-f747-418d-b4bc-283e6686d1d8,5264f259-9f99-41b7-a470-b22cdcb566c4,3,recommended,Recommended based on broad discipline alignment.
2426c529-9506-415f-9a24-b67382d5d034,a81a5e1e-9d1d-4fb4-a409-a50283012269,3,recommended,Recommended based on broad discipline alignment.
2426c529-9506-415f-9a24-b67382d5d034,85cc54f0-d0be-452e-afae-9973fee61aff,5,recommended,Recommended based on broad discipline alignment.
2426c529-9506-415f-9a24-b67382d5d034,dff4272e-1056-4724-a832-aef195a5c628,4,recommended,Recommended based on broad discipline alignment.
6c40af17-a87f-407b-913d-8336672c3b67,a81a5e1e-9d1d-4fb4-a409-a50283012269,3,recommended,Recommended based on broad discipline alignment.
6c40af17-a87f-407b-913d-8336672c3b67,4c1ea680-2d6c-471a-8bd7-64fd25972f18,5,recommended,Recommended based on broad discipline alignment.
6c40af17-a87f-407b-913d-8336672c3b67,1f9f03bb-43b5-4248-879b-8e3905ace7c6,3,recommended,Recommended based on broad discipline alignment.
5c528324-e396-4d31-9e51-4ee991732701,dc25fc5e-69b6-4b83-929a-4f9dc8668325,4,recommended,Recommended based on broad discipline alignment.
5c528324-e396-4d31-9e51-4ee991732701,afc9837c-580c-4705-b873-1e8b7e9828f3,5,recommended,Recommended based on broad discipline alignment.
5c528324-e396-4d31-9e51-4ee991732701,1f9f03bb-43b5-4248-879b-8e3905ace7c6,4,recommended,Recommended based on broad discipline alignment.
3c99afb1-c646-42ab-a830-8ee2485064a9,c6c4a676-84f9-4959-86ad-8f2039db9a54,4,recommended,Recommended based on broad discipline alignment.
3c99afb1-c646-42ab-a830-8ee2485064a9,a81a5e1e-9d1d-4fb4-a409-a50283012269,3,recommended,Recommended based on broad discipline alignment.
3c99afb1-c646-42ab-a830-8ee2485064a9,a2fa76be-ec9f-44ea-a097-640d89a6890e,5,recommended,Recommended based on broad discipline alignment.
6e72ce98-fac6-4535-a19c-0f1f48fc9edf,1f9f03bb-43b5-4248-879b-8e3905ace7c6,3,recommended,Recommended based on broad discipline alignment.
6e72ce98-fac6-4535-a19c-0f1f48fc9edf,b57573c5-90ad-4b72-8e84-ad49d2bfad02,5,recommended,Recommended based on broad discipline alignment.
6e72ce98-fac6-4535-a19c-0f1f48fc9edf,dcd44431-2b7c-4c6d-b199-34255161d0a4,4,recommended,Recommended based on broad discipline alignment.
73a0ce16-c888-4432-b869-ded944286c1a,dc25fc5e-69b6-4b83-929a-4f9dc8668325,3,recommended,Recommended based on broad discipline alignment.
73a0ce16-c888-4432-b869-ded944286c1a,0c36cae4-adfa-4324-9856-b37c6c407148,4,recommended,Recommended based on broad discipline alignment.
73a0ce16-c888-4432-b869-ded944286c1a,3912ad3b-37a0-4331-8fae-0cf78aa34d7f,4,recommended,Recommended based on broad discipline alignment.
5b052f52-60a0-47aa-a3e4-0899c296490d,a81a5e1e-9d1d-4fb4-a409-a50283012269,5,recommended,Recommended based on broad discipline alignment.
5b052f52-60a0-47aa-a3e4-0899c296490d,afc9837c-580c-4705-b873-1e8b7e9828f3,4,recommended,Recommended based on broad discipline alignment.
5b052f52-60a0-47aa-a3e4-0899c296490d,dc25fc5e-69b6-4b83-929a-4f9dc8668325,5,recommended,Recommended based on broad discipline alignment.
9890b6b5-8963-4c9f-bea4-c3c7b9e85298,6cf971de-065a-4d5e-a56c-fe0ffdde861f,5,recommended,Recommended based on broad discipline alignment.
9890b6b5-8963-4c9f-bea4-c3c7b9e85298,c5eacf71-2ee2-47b4-aa05-6b77c12a297a,5,recommended,Recommended based on broad discipline alignment.
9890b6b5-8963-4c9f-bea4-c3c7b9e85298,a2fa76be-ec9f-44ea-a097-640d89a6890e,5,recommended,Recommended based on broad discipline alignment.
11737f44-1211-4ad7-a779-594f75324120,6cf971de-065a-4d5e-a56c-fe0ffdde861f,5,recommended,Recommended based on broad discipline alignment.
11737f44-1211-4ad7-a779-594f75324120,dff4272e-1056-4724-a832-aef195a5c628,3,recommended,Recommended based on broad discipline alignment.
11737f44-1211-4ad7-a779-594f75324120,c5eacf71-2ee2-47b4-aa05-6b77c12a297a,4,recommended,Recommended based on broad discipline alignment.
439fc033-41a1-467f-a22b-fe787666c6c0,4c1ea680-2d6c-471a-8bd7-64fd25972f18,3,recommended,Recommended based on broad discipline alignment.
439fc033-41a1-467f-a22b-fe787666c6c0,c5915310-0c54-4943-a4ae-8bab7b58bd6c,3,recommended,Recommended based on broad discipline alignment.
439fc033-41a1-467f-a22b-fe787666c6c0,dcd44431-2b7c-4c6d-b199-34255161d0a4,5,recommended,Recommended based on broad discipline alignment.
5fb8b7a4-4da2-4107-8dd5-06c5e8569d7a,1f9f03bb-43b5-4248-879b-8e3905ace7c6,5,recommended,Recommended based on broad discipline alignment.
5fb8b7a4-4da2-4107-8dd5-06c5e8569d7a,dff4272e-1056-4724-a832-aef195a5c628,3,recommended,Recommended based on broad discipline alignment.
5fb8b7a4-4da2-4107-8dd5-06c5e8569d7a,6cf971de-065a-4d5e-a56c-fe0ffdde861f,4,recommended,Recommended based on broad discipline alignment.
46bbc5be-c817-45e3-9e0c-d9d0952587a5,0c36cae4-adfa-4324-9856-b37c6c407148,4,recommended,Recommended based on broad discipline alignment.
46bbc5be-c817-45e3-9e0c-d9d0952587a5,dff4272e-1056-4724-a832-aef195a5c628,4,recommended,Recommended based on broad discipline alignment.
46bbc5be-c817-45e3-9e0c-d9d0952587a5,1f9f03bb-43b5-4248-879b-8e3905ace7c6,5,recommended,Recommended based on broad discipline alignment.
7397584f-0cdd-4663-9a58-3ed620751b03,b57573c5-90ad-4b72-8e84-ad49d2bfad02,5,recommended,Recommended based on broad discipline alignment.
7397584f-0cdd-4663-9a58-3ed620751b03,5264f259-9f99-41b7-a470-b22cdcb566c4,4,recommended,Recommended based on broad discipline alignment.
7397584f-0cdd-4663-9a58-3ed620751b03,c6c4a676-84f9-4959-86ad-8f2039db9a54,4,recommended,Recommended based on broad discipline alignment.
0d5293b7-4915-43cd-b0bc-8a3c871615ba,7a1f2807-a1fb-4def-a528-168178f8720f,3,recommended,Recommended based on broad discipline alignment.
0d5293b7-4915-43cd-b0bc-8a3c871615ba,4c1ea680-2d6c-471a-8bd7-64fd25972f18,4,recommended,Recommended based on broad discipline alignment.
0d5293b7-4915-43cd-b0bc-8a3c871615ba,3912ad3b-37a0-4331-8fae-0cf78aa34d7f,5,recommended,Recommended based on broad discipline alignment.
0e150e2a-5d22-4592-a366-2c62832ab2cd,dc25fc5e-69b6-4b83-929a-4f9dc8668325,3,recommended,Recommended based on broad discipline alignment.
0e150e2a-5d22-4592-a366-2c62832ab2cd,7a1f2807-a1fb-4def-a528-168178f8720f,5,recommended,Recommended based on broad discipline alignment.
0e150e2a-5d22-4592-a366-2c62832ab2cd,0c36cae4-adfa-4324-9856-b37c6c407148,3,recommended,Recommended based on broad discipline alignment.
092115e0-8d9e-463d-b589-2ae08b1e5965,5264f259-9f99-41b7-a470-b22cdcb566c4,5,recommended,Recommended based on broad discipline alignment.
092115e0-8d9e-463d-b589-2ae08b1e5965,c6b83724-15a7-4d2c-a50d-9797e41cc927,5,recommended,Recommended based on broad discipline alignment.
092115e0-8d9e-463d-b589-2ae08b1e5965,c5915310-0c54-4943-a4ae-8bab7b58bd6c,5,recommended,Recommended based on broad discipline alignment.
f864044c-d6c1-4945-870f-935205b7e975,c5915310-0c54-4943-a4ae-8bab7b58bd6c,3,recommended,Recommended based on broad discipline alignment.
f864044c-d6c1-4945-870f-935205b7e975,a2fa76be-ec9f-44ea-a097-640d89a6890e,3,recommended,Recommended based on broad discipline alignment.
f864044c-d6c1-4945-870f-935205b7e975,85cc54f0-d0be-452e-afae-9973fee61aff,3,recommended,Recommended based on broad discipline alignment.
1a82908f-172b-4b93-acd5-c614eb93445d,c5eacf71-2ee2-47b4-aa05-6b77c12a297a,3,recommended,Recommended based on broad discipline alignment.
1a82908f-172b-4b93-acd5-c614eb93445d,1f9f03bb-43b5-4248-879b-8e3905ace7c6,3,recommended,Recommended based on broad discipline alignment.
1a82908f-172b-4b93-acd5-c614eb93445d,0c36cae4-adfa-4324-9856-b37c6c407148,4,recommended,Recommended based on broad discipline alignment.
40ad9112-98e6-47b4-82e3-d25453d707b6,c5eacf71-2ee2-47b4-aa05-6b77c12a297a,4,recommended,Recommended based on broad discipline alignment.
40ad9112-98e6-47b4-82e3-d25453d707b6,1f9f03bb-43b5-4248-879b-8e3905ace7c6,4,recommended,Recommended based on broad discipline alignment.
40ad9112-98e6-47b4-82e3-d25453d707b6,c5915310-0c54-4943-a4ae-8bab7b58bd6c,3,recommended,Recommended based on broad discipline alignment.
a4b202c8-be39-44d0-90fb-70767c3aad82,afc9837c-580c-4705-b873-1e8b7e9828f3,4,recommended,Recommended based on broad discipline alignment.
a4b202c8-be39-44d0-90fb-70767c3aad82,01a2e766-3131-4ee5-85f8-66e30e38b1af,5,recommended,Recommended based on broad discipline alignment.
a4b202c8-be39-44d0-90fb-70767c3aad82,dcd44431-2b7c-4c6d-b199-34255161d0a4,5,recommended,Recommended based on broad discipline alignment.
f09d8e80-0ee5-441f-8b50-f7acb8f8e274,7a1f2807-a1fb-4def-a528-168178f8720f,4,recommended,Recommended based on broad discipline alignment.
f09d8e80-0ee5-441f-8b50-f7acb8f8e274,c5eacf71-2ee2-47b4-aa05-6b77c12a297a,3,recommended,Recommended based on broad discipline alignment.
f09d8e80-0ee5-441f-8b50-f7acb8f8e274,6cf971de-065a-4d5e-a56c-fe0ffdde861f,5,recommended,Recommended based on broad discipline alignment.
7e05f6d7-891f-4014-a787-2a571d55bc17,6cf971de-065a-4d5e-a56c-fe0ffdde861f,4,recommended,Recommended based on broad discipline alignment.
7e05f6d7-891f-4014-a787-2a571d55bc17,dcd44431-2b7c-4c6d-b199-34255161d0a4,3,recommended,Recommended based on broad discipline alignment.
7e05f6d7-891f-4014-a787-2a571d55bc17,a2fa76be-ec9f-44ea-a097-640d89a6890e,4,recommended,Recommended based on broad discipline alignment.
822243c6-6771-4bca-9251-824037b70d06,0c36cae4-adfa-4324-9856-b37c6c407148,5,recommended,Recommended based on broad discipline alignment.
822243c6-6771-4bca-9251-824037b70d06,c6c4a676-84f9-4959-86ad-8f2039db9a54,4,recommended,Recommended based on broad discipline alignment.
822243c6-6771-4bca-9251-824037b70d06,01a2e766-3131-4ee5-85f8-66e30e38b1af,4,recommended,Recommended based on broad discipline alignment.
01286e95-6ebb-46b5-9660-77a452b608ab,3912ad3b-37a0-4331-8fae-0cf78aa34d7f,3,recommended,Recommended based on broad discipline alignment.
01286e95-6ebb-46b5-9660-77a452b608ab,0c36cae4-adfa-4324-9856-b37c6c407148,3,recommended,Recommended based on broad discipline alignment.
01286e95-6ebb-46b5-9660-77a452b608ab,c6c4a676-84f9-4959-86ad-8f2039db9a54,5,recommended,Recommended based on broad discipline alignment.
9a2417c9-85a9-4b08-8b52-75c4648547b9,c6b83724-15a7-4d2c-a50d-9797e41cc927,4,recommended,Recommended based on broad discipline alignment.
9a2417c9-85a9-4b08-8b52-75c4648547b9,dff4272e-1056-4724-a832-aef195a5c628,4,recommended,Recommended based on broad discipline alignment.
9a2417c9-85a9-4b08-8b52-75c4648547b9,dc25fc5e-69b6-4b83-929a-4f9dc8668325,5,recommended,Recommended based on broad discipline alignment.
d1398fc5-6595-48ee-8c16-b387523ab306,3912ad3b-37a0-4331-8fae-0cf78aa34d7f,4,recommended,Recommended based on broad discipline alignment.
d1398fc5-6595-48ee-8c16-b387523ab306,dff4272e-1056-4724-a832-aef195a5c628,4,recommended,Recommended based on broad discipline alignment.
d1398fc5-6595-48ee-8c16-b387523ab306,c6c4a676-84f9-4959-86ad-8f2039db9a54,5,recommended,Recommended based on broad discipline alignment.
7d50634a-951d-4740-9810-f370d03e24bf,3912ad3b-37a0-4331-8fae-0cf78aa34d7f,4,recommended,Recommended based on broad discipline alignment.
7d50634a-951d-4740-9810-f370d03e24bf,dff4272e-1056-4724-a832-aef195a5c628,5,recommended,Recommended based on broad discipline alignment.
7d50634a-951d-4740-9810-f370d03e24bf,b57573c5-90ad-4b72-8e84-ad49d2bfad02,5,recommended,Recommended based on broad discipline alignment.
b0287b78-67b5-4323-b669-d6dd93bbe9d2,a2fa76be-ec9f-44ea-a097-640d89a6890e,4,recommended,Recommended based on broad discipline alignment.
b0287b78-67b5-4323-b669-d6dd93bbe9d2,5264f259-9f99-41b7-a470-b22cdcb566c4,5,recommended,Recommended based on broad discipline alignment.
b0287b78-67b5-4323-b669-d6dd93bbe9d2,3912ad3b-37a0-4331-8fae-0cf78aa34d7f,3,recommended,Recommended based on broad discipline alignment.
97447cc5-a43b-4997-a071-4027446f790d,dcd44431-2b7c-4c6d-b199-34255161d0a4,4,recommended,Recommended based on broad discipline alignment.
97447cc5-a43b-4997-a071-4027446f790d,dc25fc5e-69b6-4b83-929a-4f9dc8668325,5,recommended,Recommended based on broad discipline alignment.
97447cc5-a43b-4997-a071-4027446f790d,c5eacf71-2ee2-47b4-aa05-6b77c12a297a,3,recommended,Recommended based on broad discipline alignment.
224c9579-ed32-45e2-922d-1661baaecfcd,a2fa76be-ec9f-44ea-a097-640d89a6890e,3,recommended,Recommended based on broad discipline alignment.
224c9579-ed32-45e2-922d-1661baaecfcd,c5eacf71-2ee2-47b4-aa05-6b77c12a297a,5,recommended,Recommended based on broad discipline alignment.
224c9579-ed32-45e2-922d-1661baaecfcd,01a2e766-3131-4ee5-85f8-66e30e38b1af,3,recommended,Recommended based on broad discipline alignment.
5c7be57a-9fa6-4d02-8957-839537d719f3,4c1ea680-2d6c-471a-8bd7-64fd25972f18,3,recommended,Recommended based on broad discipline alignment.
5c7be57a-9fa6-4d02-8957-839537d719f3,85cc54f0-d0be-452e-afae-9973fee61aff,4,recommended,Recommended based on broad discipline alignment.
5c7be57a-9fa6-4d02-8957-839537d719f3,c6c4a676-84f9-4959-86ad-8f2039db9a54,3,recommended,Recommended based on broad discipline alignment.
d0a8c6a6-e76a-44cd-8a73-d93bb8b71efb,c5eacf71-2ee2-47b4-aa05-6b77c12a297a,4,recommended,Recommended based on broad discipline alignment.
d0a8c6a6-e76a-44cd-8a73-d93bb8b71efb,0c36cae4-adfa-4324-9856-b37c6c407148,3,recommended,Recommended based on broad discipline alignment.
d0a8c6a6-e76a-44cd-8a73-d93bb8b71efb,c5915310-0c54-4943-a4ae-8bab7b58bd6c,5,recommended,Recommended based on broad discipline alignment.
866c6509-93db-4e19-a66a-af72b44db1a8,0c36cae4-adfa-4324-9856-b37c6c407148,5,recommended,Recommended based on broad discipline alignment.
866c6509-93db-4e19-a66a-af72b44db1a8,5264f259-9f99-41b7-a470-b22cdcb566c4,5,recommended,Recommended based on broad discipline alignment.
866c6509-93db-4e19-a66a-af72b44db1a8,4c1ea680-2d6c-471a-8bd7-64fd25972f18,5,recommended,Recommended based on broad discipline alignment.
cabd1215-12ff-4713-b613-a9369b34c334,c6b83724-15a7-4d2c-a50d-9797e41cc927,5,recommended,Recommended based on broad discipline alignment.
cabd1215-12ff-4713-b613-a9369b34c334,7a1f2807-a1fb-4def-a528-168178f8720f,3,recommended,Recommended based on broad discipline alignment.
cabd1215-12ff-4713-b613-a9369b34c334,4c1ea680-2d6c-471a-8bd7-64fd25972f18,4,recommended,Recommended based on broad discipline alignment.
9ab54326-8cd4-4943-b63d-305998bd47fa,3912ad3b-37a0-4331-8fae-0cf78aa34d7f,3,recommended,Recommended based on broad discipline alignment.
