career_id,term_id,relevance,requirement_level,notes,display_order
db5e9b3c-f693-4bba-82f2-3a01ac37660a,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
64bbc8f1-a329-4629-88b3-328220d3708b,2a6a2a9d-20cd-4791-ae72-ac9f22128ac0,5,,,1
a8e75caa-745d-48af-b73a-da9b0518d8c6,2012428d-e5bd-4467-ba37-aa78739abd96,5,,,1
efd3c8f7-1df6-4766-8e7b-b33c7beaf143,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
7ea06f8a-47db-4320-bcbc-be228eca929f,aa0cb3f2-7d93-4b14-bdd8-eac323219f75,5,,,1
1c18ca6a-1c6c-4441-8a17-adbadfcca5d6,dd5b6f84-21f8-4350-a2f1-a1a013509dea,5,,,1
99de4035-fcc5-42ee-92a7-a90b303a5690,6038fd52-52e4-405a-8237-660f77e2ffff,5,,,1
1b6c7ca9-0b01-4b8a-b30d-04ae58ca925a,6038fd52-52e4-405a-8237-660f77e2ffff,5,,,1
73cecaa4-5d44-4ba5-b71b-659c302b5184,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
c7bbfa2a-b50a-456a-a5c5-f13bcfb56002,6038fd52-52e4-405a-8237-660f77e2ffff,5,,,1
5866869c-1e3a-4f58-bdea-f7eab73cbe8b,f3751b7e-23dd-4d8a-87d0-92b4fb51817b,5,,,1
f969e97b-7fca-4795-bfca-811f8ab37ebf,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
4adb4ab6-3271-42f7-a642-9d6b35277520,2012428d-e5bd-4467-ba37-aa78739abd96,5,,,1
ad76688d-5008-4ca7-8b7b-fc983d5b2e11,1cc3931c-bfde-4db9-bde5-80558f2fb22c,5,,,1
72f87167-8e38-4e90-a573-26abc1e95b23,dd5b6f84-21f8-4350-a2f1-a1a013509dea,5,,,1
33186e81-1fd0-4845-9c59-691e91599729,f3751b7e-23dd-4d8a-87d0-92b4fb51817b,5,,,1
b311dfb2-53e6-410b-9593-1269e6ff4d12,dd5b6f84-21f8-4350-a2f1-a1a013509dea,5,,,1
fb15517a-5511-4584-9b10-0afd85fcbb66,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
40a87a7f-5023-4bcb-b1bd-1df34bb7ee60,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
f4c6a120-f075-47a4-a56a-293a2c748485,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
5e3086a7-e0ac-497b-9444-320887750f28,17927e9e-0e60-4170-b388-3501ad278111,5,,,1
3e105fa9-5b66-4f0b-90b0-1b8f3e000242,2a6a2a9d-20cd-4791-ae72-ac9f22128ac0,5,,,1
70aded81-45d2-4e4e-a0cb-3d70646fd245,630f7cfc-d49b-4237-a19f-68e654512e1d,5,,,1
289fe8bc-419f-43fa-91ae-16d00cc1ebd6,2012428d-e5bd-4467-ba37-aa78739abd96,5,,,1
ea37ea6c-da7b-44d9-bc63-9f9be5ad57c4,2a6a2a9d-20cd-4791-ae72-ac9f22128ac0,5,,,1
47d6e011-6a62-4f92-9ed4-fa7ce06677eb,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
f7d29743-218e-4e23-a185-804b35693a22,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
93970b84-0fd3-4384-ba23-63d028d2d5d3,f9ff4d02-430b-4f04-a3c1-4f75c4fa77c0,5,,,1
ab512c82-fd6f-478f-86bd-4eb043f00b14,17927e9e-0e60-4170-b388-3501ad278111,5,,,1
0a90493a-a261-490c-b1ec-65262644a32f,f9ff4d02-430b-4f04-a3c1-4f75c4fa77c0,5,,,1
2b368684-be3e-4290-906b-6298458ad159,f9ff4d02-430b-4f04-a3c1-4f75c4fa77c0,5,,,1
b9bde5fb-c7c4-46ab-b132-053abd653134,2a6a2a9d-20cd-4791-ae72-ac9f22128ac0,5,,,1
a8447e47-3087-4fde-9e41-85ab6f9c514d,f9ff4d02-430b-4f04-a3c1-4f75c4fa77c0,5,,,1
f554568c-0472-46ae-8bfb-fe389781fd1c,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
5b989f35-a9cc-4ae2-bebf-9f37e7d6d962,630f7cfc-d49b-4237-a19f-68e654512e1d,5,,,1
a964d04c-9851-4252-94d1-e9cf4af6626d,dd5b6f84-21f8-4350-a2f1-a1a013509dea,5,,,1
cda2557e-2be5-4b55-9d20-c5dfd465b119,2012428d-e5bd-4467-ba37-aa78739abd96,5,,,1
cebea589-6fe0-4309-99c5-d5e50b43f9fa,dd5b6f84-21f8-4350-a2f1-a1a013509dea,5,,,1
d8aefe92-bf59-4028-a1a8-437915b7d344,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
6d16bd5d-38b2-440d-809f-80e0f3f9f05b,dd5b6f84-21f8-4350-a2f1-a1a013509dea,5,,,1
482dece0-fd37-45bf-8208-2d50faa81fda,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
4f3426ba-e546-4764-a085-fdc7cca19e70,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
b1b0ba4c-a59a-45a0-832e-ea259a766d94,674d1770-52ae-410d-9e28-a829aa475a6e,5,,,1
eba946d8-9535-4297-a900-f69ec6bb4747,2a6a2a9d-20cd-4791-ae72-ac9f22128ac0,5,,,1
8754afbb-f563-4868-bc36-fb53160c788c,f3751b7e-23dd-4d8a-87d0-92b4fb51817b,5,,,1
df1bbac4-7c93-4b5c-86e6-bd905b8fecf7,dd5b6f84-21f8-4350-a2f1-a1a013509dea,5,,,1
cebe38f4-fae0-4eea-a09c-8aa59c72f695,2012428d-e5bd-4467-ba37-aa78739abd96,5,,,1
0bc39c1a-6d45-47c4-a9c1-a5c9ce7c6cd8,6038fd52-52e4-405a-8237-660f77e2ffff,5,,,1
69017f1f-daee-4c49-8358-72afdb12c263,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
52fd0354-829f-4e36-918e-faceeff77588,630f7cfc-d49b-4237-a19f-68e654512e1d,5,,,1
fa534295-2bcb-4d1a-ad08-9ae59965f054,2a6a2a9d-20cd-4791-ae72-ac9f22128ac0,5,,,1
6c4ef3c5-9e34-4a47-9b50-f554f45a87b1,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
d753cc59-2403-466e-8b3e-4dad868a7a28,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
5d0df09d-657f-4a64-abdf-a0200ebb4a95,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
84e4dcdf-26ce-410b-adbd-d6c0597a53f0,2a6a2a9d-20cd-4791-ae72-ac9f22128ac0,5,,,1
c4e31210-a274-4baf-a3e3-d2c76f427d67,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
1bceae38-4a77-4183-99b3-56746d7cb1a0,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
cecf38f9-07c7-4132-91fb-b3b0b0125f09,6038fd52-52e4-405a-8237-660f77e2ffff,5,,,1
644a1459-f00f-47d7-8fe8-ffcb68ecb941,dd5b6f84-21f8-4350-a2f1-a1a013509dea,5,,,1
24415957-2e5e-4779-a183-ff6a31c52a91,2012428d-e5bd-4467-ba37-aa78739abd96,5,,,1
ffb2812d-4910-41b3-b1b6-9bab3856f90a,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
3acf6b92-236a-4f01-a3ce-3e13e4445117,2012428d-e5bd-4467-ba37-aa78739abd96,5,,,1
d72a5cda-b4c8-4d6d-8b0a-b5804f9541ff,f3751b7e-23dd-4d8a-87d0-92b4fb51817b,5,,,1
2cd225a2-6413-4558-a48f-53898de51e9b,2a6a2a9d-20cd-4791-ae72-ac9f22128ac0,5,,,1
ec9294fd-2fce-4461-93f0-fae5cc39196a,674d1770-52ae-410d-9e28-a829aa475a6e,5,,,1
e122dd95-adae-464d-ac54-8aa18bec7e86,f9ff4d02-430b-4f04-a3c1-4f75c4fa77c0,5,,,1
ff158f99-1830-4c86-8cd7-24f8145e5bd8,f9ff4d02-430b-4f04-a3c1-4f75c4fa77c0,5,,,1
6a0f97b3-1128-46c8-8137-643ed1071240,674d1770-52ae-410d-9e28-a829aa475a6e,5,,,1
9c952ce4-e926-4ebe-90dd-69dde800bb12,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
e0de6ebf-ccb6-496f-afed-bb08d5fe4480,2a6a2a9d-20cd-4791-ae72-ac9f22128ac0,5,,,1
2a1a1e8d-3dae-4c1e-8d51-51be2091ab68,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
5069bc49-7aa5-490a-a2ba-63f13d06ce5f,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
29e424d6-607c-4904-a9a8-f25b89eeafd5,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
1aa96704-791b-44d8-8c0f-6caaf0ee7d84,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
978b79c0-fb47-43e9-a0a7-978bdae446af,f9ff4d02-430b-4f04-a3c1-4f75c4fa77c0,5,,,1
89ae19e3-786b-44ec-8170-04a61fe8660f,f9ff4d02-430b-4f04-a3c1-4f75c4fa77c0,5,,,1
fc51ee7d-62b1-4a95-adaf-9e47e456950e,630f7cfc-d49b-4237-a19f-68e654512e1d,5,,,1
7d728727-62df-47fb-9a97-daa5118aa62e,dd5b6f84-21f8-4350-a2f1-a1a013509dea,5,,,1
3091b832-63d1-4016-b27e-c2bbdb532bec,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
ba8a79d1-1d37-41b5-a890-0ad318adebc8,1cc3931c-bfde-4db9-bde5-80558f2fb22c,5,,,1
f824809f-6a0b-4547-b48c-8e0f65c723d6,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
dc1995f8-19ea-446a-ae3c-db1289fbbb18,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
410bd83d-885b-461a-9ae5-b78f3a816396,f9ff4d02-430b-4f04-a3c1-4f75c4fa77c0,5,,,1
1fa64d17-e3fe-4200-a959-7db1fbaa5683,674d1770-52ae-410d-9e28-a829aa475a6e,5,,,1
676731ab-fdb5-4b25-81fa-311152e0af86,674d1770-52ae-410d-9e28-a829aa475a6e,5,,,1
ed2814ba-2bd4-4b8d-ae9e-df10e13586cf,2012428d-e5bd-4467-ba37-aa78739abd96,5,,,1
bce28a9e-6d5a-44bf-a3c8-3e182abfef60,2012428d-e5bd-4467-ba37-aa78739abd96,5,,,1
e411b5c9-684b-4271-af72-cf0208d88bf5,630f7cfc-d49b-4237-a19f-68e654512e1d,5,,,1
5c119e9a-18a0-4102-a7de-7da1c379a195,aa0cb3f2-7d93-4b14-bdd8-eac323219f75,5,,,1
aac90233-b8f0-4670-88b4-742a0bb2afb6,17927e9e-0e60-4170-b388-3501ad278111,5,,,1
776687de-4fae-4293-9e12-d17dea2cbf21,2012428d-e5bd-4467-ba37-aa78739abd96,5,,,1
d2da2879-5d41-4188-80ed-b6e724e2ecf2,2012428d-e5bd-4467-ba37-aa78739abd96,5,,,1
0f9ac911-8cd9-4929-8df7-00034ac00019,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
28b7ce53-70e3-4922-982f-f536c21647e8,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
fdd2b1a0-3140-4f3e-8114-e60807140b89,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
7c686905-5b2d-4925-87bc-bf0658bdf63a,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
0fd9fe2c-88ce-45e2-9ffc-e93aa9d55388,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
87c1ea7f-cfb3-441a-831e-f3f98c8586c1,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
c0b8223a-9bb0-4e25-ba6a-ebcec31656c0,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
42263bc4-7269-46a8-ae30-b3456814408a,2a6a2a9d-20cd-4791-ae72-ac9f22128ac0,5,,,1
9cc6513b-6a05-4c35-a0da-a08a3dcccad8,f3751b7e-23dd-4d8a-87d0-92b4fb51817b,5,,,1
dd683cb0-f42b-44d4-8aa3-c64a38240985,f3751b7e-23dd-4d8a-87d0-92b4fb51817b,5,,,1
a58ffa3c-729d-4e5f-b147-51128b698ace,f3751b7e-23dd-4d8a-87d0-92b4fb51817b,5,,,1
81ddc7c3-daf8-4b3f-b99c-a4717155b389,f3751b7e-23dd-4d8a-87d0-92b4fb51817b,5,,,1
f038a826-c692-40da-8bfa-70d1112ad4e3,17927e9e-0e60-4170-b388-3501ad278111,5,,,1
904d91a4-28fb-44ab-8727-b819df2a2edc,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
5e3f4cf2-4dec-4f21-8e44-74e241238ae1,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
7c96e1b2-848d-4dc1-90c7-34c766e757e1,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
67e71211-9fe0-48b1-8eea-93beadfb9bbf,17927e9e-0e60-4170-b388-3501ad278111,5,,,1
990e9e41-8d67-4825-b437-dfcf827c620f,aa0cb3f2-7d93-4b14-bdd8-eac323219f75,5,,,1
604394d3-5ae4-4de4-b2ca-295555cae587,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
dfcc1361-9f03-4901-ae16-41c59a3a5962,f9ff4d02-430b-4f04-a3c1-4f75c4fa77c0,5,,,1
c91f5b5e-1bde-411c-909b-c271adc21e0a,dd5b6f84-21f8-4350-a2f1-a1a013509dea,5,,,1
ff70e6c3-0e46-4b81-b66a-e10c4753ef43,630f7cfc-d49b-4237-a19f-68e654512e1d,5,,,1
fcea9e87-48de-4365-9e7a-d43079486fab,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
f4436149-e6a8-4b28-bb54-4af93cd323f3,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
081527f7-7a36-4949-bc9c-436a3fe7c8be,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
17d6d266-8a58-462e-bdd2-081c64c1167c,674d1770-52ae-410d-9e28-a829aa475a6e,5,,,1
c14ae932-ba8a-422e-9c2b-a47787d963b7,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
6e0713e6-d53e-4757-8f60-0bdc302b3ee1,674d1770-52ae-410d-9e28-a829aa475a6e,5,,,1
98bcbb48-b5b9-49ce-adba-847879d1c102,17927e9e-0e60-4170-b388-3501ad278111,5,,,1
37f587ca-d79e-4cda-876d-dac8aacccd67,17927e9e-0e60-4170-b388-3501ad278111,5,,,1
d792ea74-205a-4b60-bb4f-96f2efa0968d,aa0cb3f2-7d93-4b14-bdd8-eac323219f75,5,,,1
aa3ca44f-1989-429a-8362-07f9f65e2e26,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
90f80f49-40b0-403c-96e0-5603276a956d,1cc3931c-bfde-4db9-bde5-80558f2fb22c,5,,,1
bdda6926-011b-4464-a507-9a1a03eea58b,674d1770-52ae-410d-9e28-a829aa475a6e,5,,,1
224f069d-dd4b-43f3-a61e-38290700f66e,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
ed4fc491-ed9c-46cf-b1d1-716813f14869,aa0cb3f2-7d93-4b14-bdd8-eac323219f75,5,,,1
bbe4af51-cfa8-4d0c-9d90-d99e47972ab4,aa0cb3f2-7d93-4b14-bdd8-eac323219f75,5,,,1
5d93865f-f5c0-4512-9428-7dd981958e1e,2a6a2a9d-20cd-4791-ae72-ac9f22128ac0,5,,,1
094b348d-fc6b-4c33-b945-96cf6a50da8a,6038fd52-52e4-405a-8237-660f77e2ffff,5,,,1
b558611c-c19a-46fc-a03f-7a8f002086a6,17927e9e-0e60-4170-b388-3501ad278111,5,,,1
ed4774b1-33b2-4401-99d7-9146f1101e7e,17927e9e-0e60-4170-b388-3501ad278111,5,,,1
55afe922-a6f3-47dc-a828-0a212609f3b9,fa9fadf6-791b-4779-8de1-5dcfd552d18f,5,,,1
1221e49b-5a03-4d07-8f58-bb68f4d927bf,aa0cb3f2-7d93-4b14-bdd8-eac323219f75,5,,,1
6f8fa038-65cf-451c-8115-275c3e5b5546,f3751b7e-23dd-4d8a-87d0-92b4fb51817b,5,,,1
cf1af439-e0a4-4ddf-b26b-b0957a451bca,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
7f8e07ed-f69c-4e7f-9588-048724033276,f9ff4d02-430b-4f04-a3c1-4f75c4fa77c0,5,,,1
58d5d060-7873-4dd9-9634-01fae26134c1,17927e9e-0e60-4170-b388-3501ad278111,5,,,1
196be798-d325-4a98-a6d0-7100fb08da1d,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
25f72b94-973b-41b1-a6b4-32d504cbfb15,2012428d-e5bd-4467-ba37-aa78739abd96,5,,,1
e30d2137-c14e-4867-b53a-0c317164fb59,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
ec97c992-653d-44f1-b268-c8c417858569,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
492329f5-9de7-4184-922f-f416dcf59a77,2012428d-e5bd-4467-ba37-aa78739abd96,5,,,1
e22cab25-bd94-41d2-975c-f2132d8b964a,f3751b7e-23dd-4d8a-87d0-92b4fb51817b,5,,,1
8b8280d4-9a01-492b-a164-9d3fe3154715,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
c39ce6e8-6a3a-4510-a9b0-bbecb09e37dc,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
66b7080c-7ee3-494c-a87f-80a4faadeb3a,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
95a5067e-5b07-429d-a04b-4166c96744cc,1cc3931c-bfde-4db9-bde5-80558f2fb22c,5,,,1
34d97c04-3dc8-46f4-a7ce-2cf58a165654,1cc3931c-bfde-4db9-bde5-80558f2fb22c,5,,,1
8b06f2c3-35ec-4e3a-99a4-ae3b37fdbd1d,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
b08539dc-ee94-41e4-8f6f-316360eb2eb1,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
0bf57e74-012a-4709-864f-9e00ada401dc,2a6a2a9d-20cd-4791-ae72-ac9f22128ac0,5,,,1
59f1ac35-ee64-48ee-9ef3-e3155268f2a6,674d1770-52ae-410d-9e28-a829aa475a6e,5,,,1
d5ffc256-bad4-4ddf-98c3-0ba17a4aeb15,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
730e1173-3432-492f-aaa3-3d6a14ccac8b,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
ec8eca35-9446-4dd3-8075-daa1cadee4b1,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
ce01bcb5-e2da-4c74-b787-b78af324bbb4,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
aee5eb99-24b0-4332-9153-e15d4dc7b335,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
cc1392b2-5a3a-4bd7-aa6e-62354e50b6e5,17927e9e-0e60-4170-b388-3501ad278111,5,,,1
3512e7f3-d77b-4c2c-aa45-f3cc11ddea81,f3751b7e-23dd-4d8a-87d0-92b4fb51817b,5,,,1
0fa71f5f-f8ca-437d-8511-64334ad8bf99,2012428d-e5bd-4467-ba37-aa78739abd96,5,,,1
277e41f0-a756-4136-9081-13be788b5eef,2012428d-e5bd-4467-ba37-aa78739abd96,5,,,1
1b1fc5ce-161f-4475-938c-de4a4ff682bf,2a6a2a9d-20cd-4791-ae72-ac9f22128ac0,5,,,1
6ef24a28-7666-4fb5-a3c4-821a0c4711fa,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
65b0229d-70fd-41ec-9a41-5941c7463a2d,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
79d03ba3-224c-4060-bd82-d45f75d0658c,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
b973f261-0852-40f5-822c-484ac6ccb212,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
cd03f834-e6f9-4375-b504-d53dfd174b4a,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
f8ecb70d-2b52-44d1-8f14-290126307025,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
4bda8de2-72a5-419a-bbcd-df1e8c4cb211,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
c10faacf-2c25-400f-9a24-ca072475bab2,1cc3931c-bfde-4db9-bde5-80558f2fb22c,5,,,1
e6c1af97-a1a5-4250-953f-2254f57f761c,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
6def81c8-75b2-4cba-b821-c123855f1530,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
4525c660-f09f-4f2e-a949-bf834f89ff25,8010a3a6-4965-4842-9401-0d6b86772e4e,5,,,1
508590e8-6adb-4444-ae64-d2681c4548f2,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
59d32571-bb76-447e-9c59-f0102d33d794,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
8fd6cd61-aaef-4df1-8d58-82a2a131c2f0,2012428d-e5bd-4467-ba37-aa78739abd96,5,,,1
fafaa1bd-5bdd-455f-bd3f-708dc9ce9624,1cc3931c-bfde-4db9-bde5-80558f2fb22c,5,,,1
b60bca24-57d5-4090-9b1d-0f3c8f730d9e,1cc3931c-bfde-4db9-bde5-80558f2fb22c,5,,,1
c50c91b1-0c6d-49d8-a00e-20ac88ee4a49,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
c206a559-d3eb-4647-8a7e-910e0ec512dc,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
8bd57f4e-fa12-4f76-89a4-47b5fd93e62e,674d1770-52ae-410d-9e28-a829aa475a6e,5,,,1
3ddb934d-6593-464f-86d7-e526f4e24fa3,470ad5ed-ab29-4cac-b2ce-58139f68c3ca,5,,,1
5293d9af-e6d4-4179-8fd5-0d86c39e50ec,674d1770-52ae-410d-9e28-a829aa475a6e,5,,,1
a0ab0810-303b-4267-af31-0148fbaa9278,2a6a2a9d-20cd-4791-ae72-ac9f22128ac0,5,,,1
4f17135d-32a2-46c4-a5d5-e0ed54cfff84,630f7cfc-d49b-4237-a19f-68e654512e1d,5,,,1
e2c20bab-c529-472d-9d42-37d36857efe8,2012428d-e5bd-4467-ba37-aa78739abd96,5,,,1
d17f9e97-7eb1-44dd-bd9b-1ff4bde9bdc2,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
3c229710-6016-4fdf-b8ef-f91572162e3a,619f1260-389b-4b3e-8f7f-24521b2c6e85,5,,,1
4d65e2f8-07c9-4207-98e2-98342ffbda63,fa9fadf6-791b-4779-8de1-5dcfd552d18f,5,,,1
b9018be3-ad30-4160-9016-0bc8fad9d170,fa9fadf6-791b-4779-8de1-5dcfd552d18f,5,,,1
7df4b8ed-e428-4928-8b2d-eaa612a71286,dd5b6f84-21f8-4350-a2f1-a1a013509dea,5,,,1
53eb31e2-2dd7-46f6-be88-d167ded1fb6b,dd5b6f84-21f8-4350-a2f1-a1a013509dea,5,,,1
f806ba84-22c2-4768-9c71-4732f32d6cd2,2012428d-e5bd-4467-ba37-aa78739abd96,5,,,1
a4963511-11cc-4f70-912a-99bb9c241e1c,674d1770-52ae-410d-9e28-a829aa475a6e,5,,,1
26231bc2-b97b-49a3-a8f5-3136fd079b59,f3751b7e-23dd-4d8a-87d0-92b4fb51817b,5,,,1
